date,lumber-SPX-0,lumber-SPX-smth,lumber-MSCI_W-0,lumber-MSCI_W-smth,lumber-MSCI_EM-0,lumber-MSCI_EM-smth,gold-SPX-0,gold-SPX-smth,gold-MSCI_W-0,gold-MSCI_W-smth,gold-MSCI_EM-0,gold-MSCI_EM-smth,wheat-SPX-0,wheat-SPX-smth,wheat-MSCI_W-0,wheat-MSCI_W-smth,wheat-MSCI_EM-0,wheat-MSCI_EM-smth,crude-SPX-0,crude-SPX-smth,crude-MSCI_W-0,crude-MSCI_W-smth,crude-MSCI_EM-0,crude-MSCI_EM-smth,rubber-SPX-0,rubber-SPX-smth,rubber-MSCI_W-0,rubber-MSCI_W-smth,rubber-MSCI_EM-0,rubber-MSCI_EM-smth,palladium-SPX-0,palladium-SPX-smth,palladium-MSCI_W-0,palladium-MSCI_W-smth,palladium-MSCI_EM-0,palladium-MSCI_EM-smth,gas-SPX-0,gas-SPX-smth,gas-MSCI_W-0,gas-MSCI_W-smth,gas-MSCI_EM-0,gas-MSCI_EM-smth,GSCI-SPX-0,GSCI-SPX-smth,GSCI-MSCI_W-0,GSCI-MSCI_W-smth,GSCI-MSCI_EM-0,GSCI-MSCI_EM-smth,hog-SPX-0,hog-SPX-smth,hog-MSCI_W-0,hog-MSCI_W-smth,hog-MSCI_EM-0,hog-MSCI_EM-smth,oats-SPX-0,oats-SPX-smth,oats-MSCI_W-0,oats-MSCI_W-smth,oats-MSCI_EM-0,oats-MSCI_EM-smth,DJCI-SPX-0,DJCI-SPX-smth,DJCI-MSCI_W-0,DJCI-MSCI_W-smth,DJCI-MSCI_EM-0,DJCI-MSCI_EM-smth,GSECI-SPX-0,GSECI-SPX-smth,GSECI-MSCI_W-0,GSECI-MSCI_W-smth,GSECI-MSCI_EM-0,GSECI-MSCI_EM-smth,GSNECI-SPX-0,GSNECI-SPX-smth,GSNECI-MSCI_W-0,GSNECI-MSCI_W-smth,GSNECI-MSCI_EM-0,GSNECI-MSCI_EM-smth,GSECI-GSNECI
01/01/1987,0.130063945,0.271329069,0.30960987,0.368514296,,,-0.373876806,-0.44580985,-0.027315411,-0.143776954,,,0.234035426,0.072899632,0.064425536,0.066432956,,,-0.521405581,-0.258203722,-0.37408546,-0.230012004,,,0.014585234,-0.059724401,0.328850374,0.177269217,,,0.175334211,-0.012666383,0.589900209,0.394385177,,,,,,,,,0.039531543,-0.029984237,0.154647447,0.145936373,,,0.815288229,0.303111001,0.966775801,0.496017703,,,,,,,,,,,,,,,-0.225301649,-0.149123193,-0.015752158,-0.004833913,,,0.346841372,0.177500745,0.363902322,0.312060911,,,-0.293296577
01/02/1987,0.355059102,0.276940189,0.521902999,0.372256899,,,-0.386107087,-0.450805597,-0.07534165,-0.154184177,,,0.321982714,0.061708758,0.218379586,0.066612343,,,-0.566365819,-0.239924364,-0.406919299,-0.217137329,,,-0.01904629,-0.064885202,0.194046122,0.16372364,,,0.196842136,-0.02013386,0.458357427,0.381962762,,,,,,,,,0.147790565,-0.034812105,0.303343968,0.145157935,,,0.843039275,0.282767067,0.801969369,0.466107201,,,,,,,,,,,,,,,-0.14622491,-0.143832602,0.100834873,-0.003858239,,,0.404625557,0.165740046,0.404929635,0.307428265,,,-0.210549424
01/03/1987,0.448435091,0.273666365,0.54450269,0.359406424,,,-0.365361342,-0.45524683,-0.075002307,-0.162711999,,,0.280649144,0.043842238,0.210818469,0.050196784,,,-0.526419915,-0.217515772,-0.402225265,-0.196609994,,,-0.099930371,-0.068031817,0.171119407,0.160443877,,,0.007244891,-0.029226939,0.418438318,0.375402566,,,,,,,,,-0.06682699,-0.047346875,0.246578074,0.128048103,,,0.501031128,0.259287054,0.738876335,0.437265897,,,,,,,,,,,,,,,-0.301935083,-0.143668382,0.056632908,-0.015182131,,,0.353847055,0.149341737,0.395007444,0.296882251,,,-0.148281825
01/04/1987,0.389297507,0.265989208,0.4521676,0.344667,,,-0.316542932,-0.4613537,-0.00362087,-0.171321149,,,0.284546915,0.027753446,0.212840358,0.034430953,,,-0.530923978,-0.196528654,-0.401362521,-0.176427815,,,-0.069666188,-0.065864611,0.207857636,0.15939602,,,0.07490062,-0.030829056,0.478803281,0.37197558,,,,,,,,,0.007393822,-0.046023386,0.348433295,0.116413787,,,0.560825046,0.248667837,0.783899922,0.413248319,,,,,,,,,,,,,,,-0.238327381,-0.132915655,0.146057677,-0.02223114,,,0.355027519,0.135447533,0.385766332,0.287250767,,,-0.129199379
01/05/1987,0.393831191,0.260693881,0.441392194,0.336268539,,,-0.534388672,-0.470691533,0.067514771,-0.187042858,,,0.24943854,0.011194632,0.218309226,0.017705277,,,-0.539989818,-0.17496584,-0.388729422,-0.155340445,,,-0.161048552,-0.065619474,0.235576718,0.154852799,,,-0.116770488,-0.03536949,0.522348306,0.36362969,,,,,,,,,-0.043374041,-0.049467887,0.361813871,0.094662225,,,0.500904588,0.23526262,0.784139671,0.384291244,,,,,,,,,,,,,,,-0.186290925,-0.126118391,0.132650579,-0.038008023,,,0.173156089,0.121288356,0.434119815,0.278015046,,,-0.165986454
01/06/1987,0.415115126,0.254821197,0.444548686,0.328597703,,,-0.494854911,-0.466646048,0.070857766,-0.208990661,,,0.31402401,-0.003936534,0.226711425,0.000409327,,,-0.563313151,-0.151782713,-0.392830584,-0.135217789,,,-0.141547376,-0.059558655,0.23741373,0.147892832,,,-0.060590275,-0.031778893,0.527404539,0.352048049,,,,,,,,,-0.073969154,-0.049854915,0.357837437,0.071628573,,,0.416368902,0.223545158,0.77677246,0.355114446,,,,,,,,,,,,,,,-0.212689407,-0.122296758,0.128898852,-0.052722104,,,0.166540419,0.117994172,0.433596303,0.264555787,,,-0.163784844
01/07/1987,0.459851503,0.247834576,0.438288011,0.320708341,,,-0.485175299,-0.464923664,0.070304075,-0.231213139,,,0.245590055,-0.023350654,0.235752539,-0.017561092,,,-0.518085918,-0.126655378,-0.398136197,-0.11476102,,,-0.021502142,-0.054552566,0.220677575,0.140784069,,,-0.064736652,-0.030523111,0.527831634,0.340116706,,,,,,,,,-0.045579824,-0.048382542,0.353857409,0.048901019,,,0.402653818,0.215140683,0.777323658,0.326424626,,,,,,,,,,,,,,,-0.182735199,-0.11677754,0.124999612,-0.067144438,,,0.160839304,0.115030022,0.433990128,0.251132453,,,-0.168613523
01/08/1987,0.452708221,0.238832348,0.440832383,0.313215237,,,-0.467366398,-0.463744234,0.052917357,-0.253401508,,,0.245559502,-0.039013426,0.234005721,-0.036202204,,,-0.539552288,-0.103858951,-0.372318606,-0.093907707,,,-0.033305226,-0.056477381,0.232181672,0.134904781,,,-0.043247074,-0.029070406,0.506470103,0.328154031,,,,,,,,,-0.039405275,-0.048545768,0.346052202,0.026459565,,,0.398855114,0.207178884,0.77548372,0.297689785,,,,,,,,,,,,,,,-0.170112894,-0.112936248,0.111843128,-0.081284139,,,0.145837826,0.112362147,0.447362507,0.237676128,,,-0.194564655
01/09/1987,0.655344981,0.230084835,0.594932645,0.305532832,,,-0.572266161,-0.463544279,-0.103303281,-0.274486603,,,0.36719146,-0.054722727,0.341250634,-0.054801645,,,-0.582165187,-0.079807339,-0.426106665,-0.074743624,,,0.307063142,-0.057756555,0.501495665,0.128208842,,,-0.196373954,-0.028490581,0.307638039,0.317419608,,,,,,,,,-0.183018577,-0.049050352,0.168103065,0.004460786,,,0.351756254,0.199339336,0.678994221,0.268927139,,,,,,,,,,,,,,,-0.314363918,-0.109779921,-0.051705493,-0.094577824,,,0.237226052,0.110514186,0.487895752,0.223242616,,,-0.271275925
01/10/1987,0.727770775,0.209940246,0.634804279,0.286303544,,,-0.50224795,-0.456978317,-0.087290162,-0.287165388,,,0.277996346,-0.080203088,0.30733144,-0.084135471,,,-0.567551526,-0.049468801,-0.43017843,-0.048719731,,,0.342626351,-0.07978885,0.518744841,0.100561152,,,-0.165145444,-0.020537939,0.308726226,0.318069549,,,,,,,,,-0.140195448,-0.040959705,0.179319543,-0.007659468,,,0.461332675,0.192119341,0.722503288,0.241680065,,,,,,,,,,,,,,,-0.279831396,-0.097424627,-0.044723965,-0.097753187,,,0.26169349,0.102861767,0.498414711,0.203640938,,,-0.260882578
01/11/1987,0.440514828,0.184464385,0.313669208,0.264231892,,,-0.556457478,-0.454220379,-0.293596807,-0.301153812,,,0.057298348,-0.102025481,0.03783773,-0.111532591,,,-0.21964748,-0.017905923,-0.089984137,-0.022023044,,,0.096648755,-0.105523426,0.12969328,0.071294238,,,0.367094265,-0.013423641,0.514517584,0.318661291,,,,,,,,,-0.110132765,-0.034914018,0.04573306,-0.020745341,,,0.381967571,0.178874773,0.415328078,0.211228012,,,,,,,,,,,,,,,-0.253682398,-0.086311956,-0.109448665,-0.101464479,,,0.327807248,0.093185347,0.378576436,0.183010964,,,-0.284164035
01/12/1987,0.331664067,0.160846138,0.332091628,0.256825804,,,-0.518114673,-0.443713038,-0.352915282,-0.302330097,,,-0.150584167,-0.118399867,-0.02758054,-0.134782801,,,0.051896061,0.002827912,-0.025082398,-0.011444572,,,-0.013536385,-0.126301519,0.100279795,0.062204146,,,0.04406476,-0.048522843,0.438652372,0.28932052,,,,,,,,,-0.021177323,-0.027183469,0.057665943,-0.031093025,,,0.207292149,0.160141371,0.397152035,0.180652262,,,,,,,,,,,,,,,-0.061341619,-0.069110586,-0.076569474,-0.100221701,,,0.0819235,0.069072259,0.326223233,0.152570256,,,-0.306306777
01/01/1988,0.206265412,0.1337525,0.385444712,0.246536018,,,-0.450635473,-0.431261442,-0.355091378,-0.295191869,,,-0.118466427,-0.113013616,-0.039763259,-0.149910433,,,0.077858725,-0.00538396,-0.045774648,-0.009520097,,,0.02805249,-0.145173495,0.068131444,0.056831177,,,0.085243627,-0.063208274,0.390815094,0.268904975,,,,,,,,,0.089889173,-0.028188636,-0.021508598,-0.043618069,,,0.268424098,0.152662729,0.326415956,0.151054016,,,,,,,,,,,,,,,0.049758029,-0.070410773,-0.148365157,-0.103559338,,,0.056550603,0.06692152,0.327137096,0.128065563,,,-0.344904094
01/02/1988,0.153352842,0.122806425,0.352187372,0.22918275,,,-0.544037676,-0.428211594,-0.426098073,-0.287505674,,,-0.054931774,-0.112155238,-0.003003042,-0.164044317,,,0.050095733,-0.018487975,-0.059431653,-0.00486798,,,6.72E-05,-0.172442627,0.049878644,0.055381147,,,-0.100269531,-0.085617602,0.268115811,0.253675266,,,,,,,,,0.118026529,-0.046776375,0.000708185,-0.046455116,,,0.357983927,0.13518815,0.387552972,0.1291468,,,,,,,,,,,,,,,0.061324726,-0.089327675,-0.135760114,-0.097809938,,,0.087259537,0.068554104,0.342273594,0.10252107,,,-0.318960563
01/03/1988,0.111269464,0.118515769,0.206592911,0.215221104,0.152650424,0.224164777,-0.589955695,-0.411380062,-0.506950043,-0.271404315,0.258154157,-0.025093707,-0.069435514,-0.120470796,-0.041170823,-0.182753737,0.06738675,0.049484379,0.007120532,-0.028454373,-0.149779255,0.001471107,0.173898574,0.035958676,0.003728003,-0.197511286,0.050809909,0.056020416,-0.015338194,0.040220436,-0.058596162,-0.083559541,0.316956062,0.252036192,-0.157409131,0.053982564,,,,,,,0.077972163,-0.070725085,-0.087391417,-0.051934444,0.1534428,0.078477913,0.28980057,0.103893483,0.188772568,0.099816395,0.234063812,0.01981024,,,,,,,,,,,,,0.0263223,-0.111220072,-0.19414903,-0.09340097,0.139152139,-0.072972946,0.074755349,0.065835881,0.264341435,0.07466715,0.041798177,0.293467362,-0.297128994
01/04/1988,0.11000893,0.119435622,0.203460291,0.216268714,0.04923768,0.225004757,-0.503275658,-0.388047905,-0.430146544,-0.242298529,0.59221761,-0.028420626,-0.108786166,-0.127138913,-0.078724165,-0.200248777,-0.305015856,0.049274105,0.057996313,-0.033102483,-0.098589961,0.02016073,0.432784641,0.034338487,0.0378512,-0.223804609,0.081463029,0.056664265,0.261110563,0.040873006,-0.021224381,-0.086728418,0.342030124,0.244153816,0.233836752,0.056465488,,,,,,,0.128451687,-0.090153422,-0.036136909,-0.047553116,0.441336188,0.077597405,0.303959225,0.080294253,0.205263979,0.089015604,0.223848161,0.017293701,,,,,,,,,,,,,0.048539688,-0.129190946,-0.16805123,-0.080951788,0.208125016,-0.075464485,0.130557005,0.06467049,0.311973263,0.051229581,0.45725169,0.29642337,-0.185144859
01/05/1988,0.079183225,0.120530469,0.189283331,0.217690341,0.077534598,0.234314338,-0.44270315,-0.374328934,-0.410610857,-0.221128371,0.522479018,-0.061293005,-0.117784977,-0.129323984,-0.085408138,-0.213944399,-0.26708682,0.068039229,0.098996167,-0.043948671,-0.075551114,0.033543735,0.349458936,0.013234611,0.029999611,-0.254957248,0.07772414,0.053869485,0.254249939,0.029208026,0.028993976,-0.094336268,0.360792807,0.233290368,0.157131123,0.047070941,,,,,,,0.098523909,-0.116180462,-0.046142921,-0.048839703,0.446492808,0.058331819,0.322968144,0.05431708,0.221190982,0.076113011,0.160578937,0.006353452,,,,,,,,,,,,,0.021246561,-0.150351487,-0.177471535,-0.071135826,0.229252509,-0.090484928,0.149767143,0.056826067,0.321099141,0.021844203,0.395535109,0.287905027,-0.196748754
01/06/1988,-0.051544379,0.125135773,0.094251114,0.220568176,0.182230807,0.242651179,-0.389959078,-0.366553687,-0.395509433,-0.201670824,0.505223715,-0.092335376,-0.406588768,-0.130636155,-0.296184154,-0.227143509,0.036833049,0.085859725,0.167253582,-0.060203796,-0.012066419,0.044746449,0.250208407,-0.004644287,-0.237152158,-0.287361422,-0.112072466,0.051419903,0.485312042,0.017241309,-0.091811354,-0.108072933,0.256382321,0.220373452,0.255094771,0.041218435,,,,,,,0.008275151,-0.140595799,-0.096193159,-0.04911663,0.490193171,0.037691164,0.138912752,0.024394415,0.113337422,0.061415567,0.274509949,-0.001847566,,,,,,,,,,,,,0.046312546,-0.169864943,-0.146414857,-0.060216442,0.188914593,-0.107487127,-0.120168948,0.046257173,0.127024996,-0.00888564,0.603515996,0.282181744,-0.164696811
01/07/1988,0.01058684,0.146104758,0.084080537,0.23297341,0.22060556,0.245896763,-0.434386755,-0.363731705,-0.372556199,-0.182414121,0.351825795,-0.124434287,-0.115127717,-0.097364628,-0.335354029,-0.220284736,0.252680235,0.088493277,-0.004375079,-0.087628267,0.01420795,0.050390466,0.08938183,-0.018334137,-0.398032608,-0.293415139,-0.073853545,0.067661888,0.244326026,-0.007901913,-0.163929349,-0.110002911,0.271723853,0.216837125,0.147658064,0.029729701,,,,,,,-0.152205834,-0.158545126,-0.06631435,-0.044439859,0.293563758,0.013384242,-0.081786289,0.010802999,0.149017558,0.056316472,0.060075741,-0.016692583,,,,,,,,,,,,,-0.164575749,-0.1959294,-0.108249177,-0.051653147,-0.028435538,-0.123408854,0.038151881,0.066323123,0.101152194,-0.022387546,0.69454987,0.264920723,-0.308017979
01/08/1988,0.134398198,0.163687841,0.079294286,0.246345993,0.551136394,0.24729225,-0.41016955,-0.35445808,-0.372924484,-0.165157754,0.329332515,-0.150712779,-0.047448935,-0.095033184,-0.337804325,-0.209841608,0.404140838,0.079433972,0.001531294,-0.098555424,0.013985422,0.053674215,0.09326314,-0.024277555,-0.402671812,-0.279683874,-0.073166192,0.080505138,0.155979172,-0.021819035,-0.128274774,-0.103006102,0.270551382,0.211907559,0.214223285,0.023222796,,,,,,,-0.123685848,-0.159377172,-0.067217623,-0.042454637,0.319812497,-0.002075157,-0.054922271,0.022816209,0.148082506,0.047990668,0.121810178,-0.020928411,,,,,,,,,,,,,-0.198311037,-0.200044634,-0.106736232,-0.046516768,-0.13987366,-0.128649175,0.153583922,0.070020658,0.096651966,-0.03359941,0.937005548,0.241215176,-0.316429046
01/09/1988,0.226178946,0.167167594,0.25091755,0.260113491,0.6418122,0.228668387,-0.335385346,-0.347773686,-0.195097274,-0.147870157,0.353111651,-0.180136739,-0.153101352,-0.100742455,-0.448253909,-0.199194245,0.224515642,0.059531346,0.110936201,-0.110564064,0.215437542,0.056976591,0.230973244,-0.03148211,-0.315337564,-0.264927491,0.044676186,0.093291632,0.211776256,-0.032717022,-0.085044769,-0.10000406,0.253136646,0.207074452,0.23827147,0.011515586,,,,,,,-0.048687426,-0.163659501,0.071962749,-0.04039419,0.37823991,-0.021804982,-0.046719151,0.03205192,0.112158174,0.03974164,0.116015501,-0.029677449,,,,,,,,,,,,,-0.078439337,-0.200252635,0.115418491,-0.041506101,0.007782191,-0.12796118,0.054338043,0.059994541,-0.091373426,-0.044437205,0.744967261,0.198567308,-0.372687305
01/10/1988,0.227028313,0.160289563,0.23321254,0.261092143,0.507328208,0.202634549,-0.426797017,-0.349229243,-0.426354488,-0.142812234,-0.162241771,-0.213738845,-0.14769147,-0.094590595,-0.387571687,-0.172520487,0.182803244,0.049135028,0.078995448,-0.136589031,0.111007273,0.040005762,0.041923493,-0.048020468,-0.312467041,-0.259004607,0.032969667,0.098498243,0.149785514,-0.048123518,-0.105137497,-0.10174763,0.166568744,0.202172411,0.085952423,-0.002773206,,,,,,,-0.103010035,-0.177168037,-0.081140681,-0.052427377,0.042529088,-0.047013405,-0.050397974,0.041233034,0.087067066,0.032034911,0.068309195,-0.038858143,,,,,,,,,,,,,-0.141613763,-0.214564974,-0.067366359,-0.058312389,-0.279842486,-0.13651491,0.069880114,0.060659146,-0.037374912,-0.039410436,0.63785366,0.16413647,-0.417225433
01/11/1988,0.225156308,0.153202656,0.21601591,0.264137429,0.470066712,0.178817068,-0.247520611,-0.340933999,-0.179173056,-0.111684554,-0.245039656,-0.2177643,-0.13774432,-0.088911887,-0.316928895,-0.148911855,0.18088057,0.038686369,0.126511385,-0.159644042,0.158466276,0.032211113,0.000859099,-0.055051263,-0.351447193,-0.253287233,-0.067906162,0.105692065,0.196606162,-0.063593792,-0.009594307,-0.101387665,0.234539161,0.206061395,0.025384158,-0.009708765,,,,,,,0.01845383,-0.185098634,0.070762978,-0.049275189,-0.034845687,-0.054012817,0.050709047,0.050963219,0.186438041,0.026023756,9.98E-05,-0.047235265,,,,,,,,,,,,,-0.03720781,-0.222366514,0.054926809,-0.057318431,-0.329583192,-0.125311193,0.101358957,0.059673038,0.019537106,-0.039633899,0.585285286,0.127106655,-0.386381231
01/12/1988,0.302193623,0.145360088,0.162919702,0.270114408,0.502042611,0.156839337,-0.249940535,-0.351173017,-0.154425494,-0.10327184,-0.258033039,-0.215706098,-0.162401812,-0.083559376,-0.28812629,-0.127967853,0.163173199,0.027956379,-0.247081104,-0.191009468,0.289648247,0.016472897,-0.105710531,-0.059270265,-0.299638733,-0.242527944,-0.05936425,0.127331784,0.189279442,-0.083228509,-0.133342327,-0.111392656,0.276851593,0.202524287,-0.013116005,-0.012356881,,,,,,,-0.187830632,-0.20740997,0.147578117,-0.064238431,-0.096398937,-0.055459171,0.098379542,0.050990922,0.158908176,0.006099345,0.017646006,-0.050807172,,,,,,,,,,,,,-0.247018071,-0.242661714,0.137793549,-0.071310253,-0.39243574,-0.109896805,0.131237681,0.055103854,-0.000343675,-0.047009804,0.594305209,0.092532444,-0.440526246
01/01/1989,0.322018776,0.126162469,0.127198464,0.282293481,0.465972972,0.132359178,-0.277116714,-0.363615241,-0.108869727,-0.097441819,-0.214966484,-0.212704475,-0.146148484,-0.073869055,-0.304364941,-0.109714475,0.141217218,0.018367451,-0.195626601,-0.184117848,0.212961902,-0.014661103,-0.172098823,-0.055976944,-0.318457726,-0.235508604,-0.027006369,0.148609672,0.216866307,-0.102553465,-0.138734985,-0.108705849,0.281417444,0.194079489,-0.003946394,-0.012303047,,,,,,,-0.137508294,-0.209816416,0.074323832,-0.088379323,-0.162070577,-0.052555919,0.138626011,0.045190194,0.096334817,-0.011262238,-0.038763563,-0.055661542,,,,,,,,,,,,,-0.204640596,-0.242126286,0.077033953,-0.095141971,-0.44340278,-0.0898605,0.1726511,0.045746442,-0.062201709,-0.052328378,0.529707332,0.056949128,-0.198627013
