date,DJCI-GSNECI-0,DJCI-GSNECI-smth,DJCI-MSCI_W-0,DJCI-MSCI_W-smth,DJCI-GSCI-0,DJCI-GSCI-smth,DJCI-MSCI_EM-0,DJCI-MSCI_EM-smth,DJCI-SPX-0,DJCI-SPX-smth,DJCI-GSECI-0,DJCI-GSECI-smth
2007-01-01,0.6609339619124053,0.6734252306365155,0.21452579390500365,0.24613002840172798,0.8805614284267246,0.86562008543222,0.3580183759806538,0.4548232403884782,0.054386509071374434,0.1757418999559568,0.8198571905741212,0.8019911241142238
2007-02-01,0.6779699567024443,0.6748148757503339,0.20214336290211227,0.2491613231010037,0.8946340316813797,0.863828480439544,0.4012221539953466,0.4633528645654446,0.08224445498077508,0.18943122338622947,0.82701657054294,0.7998128448929386
2007-03-01,0.6789716127104188,0.6744734307895702,0.12601815389693838,0.25328441107448796,0.8952609065828995,0.8605076986651725,0.350075883891061,0.4686448521894894,0.07243116782621362,0.20044088921709974,0.8386250356275649,0.7968532600139595
2007-04-01,0.6446270392722654,0.6739930992107054,0.1306170784011479,0.26437326867408506,0.8876176651832581,0.8569423582100977,0.3530447609339835,0.4782295876417335,0.03051961166062102,0.21238853813072905,0.8196995527451222,0.7926376856443382
2007-05-01,0.6228446377899872,0.6769233791053394,0.13407934081015072,0.27515017947885523,0.8802621835563577,0.8540335663583264,0.35488970843707807,0.48783548806421473,0.04102265108004313,0.23164743639931257,0.8006510277706441,0.7900587225271669
2007-06-01,0.6072577818864592,0.6820907770226373,0.11730063100787307,0.2867758780303958,0.8800488356636014,0.8517515847695227,0.3120197298216002,0.49742038189326615,0.03622380959866857,0.25147639012408113,0.7994117026076081,0.7891224676024923
2007-07-01,0.6017746789704603,0.6887693687718297,0.11604709375508036,0.30114225844449505,0.8038035482118869,0.8494864120396489,0.2796245338668849,0.5114460399589827,0.036169958048811096,0.27310490824615996,0.7331906003273096,0.7882850831198482
2007-08-01,0.625642929447399,0.6959586396022868,-0.03367334007804011,0.31581147567677975,0.8065084176196402,0.8531890837336036,0.35426415772635445,0.529571560464781,0.03275525473980963,0.29494998864154176,0.7622551119488877,0.7928003322582395
2007-09-01,0.6389803946611763,0.7024763338908238,-0.027608922633208466,0.3466718041321333,0.8227962466354513,0.8573029916262294,0.3929877627002109,0.5435162446421316,0.16908061391081053,0.31708576982078485,0.7819202125146286,0.7953749186191985
2007-10-01,0.7781453230811963,0.7078743684853016,0.3719098761635294,0.37705077851275776,0.9602166188877911,0.8604075437367564,0.6712550623475848,0.5548122260338885,0.35934527115152415,0.3327136003276833,0.956482907609117,0.7965486020467331
2007-11-01,0.6122434059725769,0.6982602467646114,0.39018439837931895,0.37760438804850854,0.7970737466614518,0.849089330140786,0.5880768023522472,0.5415948104071086,0.37884235427811386,0.3299518458765088,0.7021397073841018,0.7807200588961561
2007-12-01,0.6266464604370441,0.7103614422726366,0.3899211101221369,0.37632900334164265,0.8141191992170169,0.8560946322539126,0.5819548111990255,0.5354656051047253,0.3668398451384215,0.325135137431254,0.7191244664033066,0.7916698187070716
2008-01-01,0.6294534105791689,0.7207505226535608,0.34999528529145607,0.3744826682437554,0.8077237133043286,0.8611643726044975,0.556504630703882,0.5290275430559255,0.35376912247728226,0.31909924412932644,0.7150931459588432,0.8006511868987264
2008-02-01,0.6147724615611311,0.7308466698827607,0.27094741394310073,0.37756923832908584,0.8085533739123927,0.8670817238575582,0.4207288160856924,0.5256121396918499,0.2689668156966414,0.3146680096997986,0.7123825348040814,0.8103361618244369
2008-03-01,0.6329866599221844,0.7429051052877692,0.2301431299364074,0.391915036081168,0.8293492373321861,0.8729187607822315,0.451316286584589,0.54018903153885,0.1980865601714617,0.3209930874892033,0.7460191728867135,0.8203080083237124
2008-04-01,0.6225217489147353,0.7551914211776106,0.24958101179328512,0.41142829823186344,0.8366137240667882,0.8772417632177483,0.4636583385821943,0.5512572855503747,0.2247775604738485,0.33665986879156967,0.7563545275847885,0.8275678079501654
2008-05-01,0.6191751729257804,0.7699522057292484,0.2480213179100207,0.4292547065488519,0.8263470670728742,0.8810060176807125,0.4576723515374421,0.5615258757718409,0.2216144102612559,0.35014980520768346,0.7366304728234236,0.8339610472303178
2008-06-01,0.6180930086282309,0.7851843434116894,0.24831989462279083,0.4472719228611707,0.7614033205217646,0.8856844578390051,0.45909891781873347,0.572514581603289,0.22065896219940956,0.36406567710812165,0.6714679685114695,0.842152222863589
2008-07-01,0.6010297122014304,0.8005196153067082,0.08776001216268886,0.4652626215089406,0.7705421598053771,0.8965928857418545,0.3134182645105661,0.5833795162906981,0.09812595134123725,0.37807840472841203,0.6962715286774335,0.8571431644111751
2008-08-01,0.6413147659873635,0.8214753699555528,0.16460306594467172,0.5048074851610576,0.8089093124302107,0.9077722549684499,0.3714528275120572,0.6104333091533325,0.21149712149414346,0.4071875635002695,0.741059814167894,0.8709051906432598
2008-09-01,0.6685649113729404,0.8390014522561913,0.17220737384743615,0.538892617397362,0.8271830106486817,0.9167889038300192,0.41474537826992286,0.6330331415063771,0.18363700673964226,0.42871426486253716,0.7640627112292733,0.8825740219378538
2008-10-01,0.7230748180044047,0.8545531245161172,0.3268522107935814,0.5723127268649244,0.8664756945058849,0.9247602855847602,0.4999301096646331,0.6530580371918681,0.27358070006860796,0.45324708806591196,0.8199145494663652,0.8929663906879028
2008-11-01,0.8615241752071423,0.8678382395145012,0.5356790051253923,0.6021220762318419,0.9440619307535506,0.9303448699523187,0.6432688331474301,0.6709315057677881,0.5353811130704507,0.4705985322816474,0.9323143281531823,0.8996984573020907
2008-12-01,0.8785528193876292,0.8687271593032939,0.54568448189674,0.616928903169073,0.947633216359742,0.9284082712734542,0.6603369498989003,0.6764946231949035,0.5190812999259659,0.4576303501757724,0.9326359370455398,0.8953696445394967
2009-01-01,0.8419375381891966,0.8674752743980411,0.549584707402337,0.6312811366872603,0.8968731510459975,0.9258795274731929,0.6291089408837585,0.6793062430635906,0.5397122358172977,0.44498227798247125,0.8550873664215544,0.8906683846405697
2009-02-01,0.8741693200023127,0.8703926322288119,0.572785888253916,0.6449843089433077,0.9224751170297774,0.9298565124257678,0.6574916667209176,0.6868289353027136,0.5727425401616331,0.4283859833627679,0.8785678260122731,0.8956254379530207
2009-03-01,0.908913455572783,0.8699843795529634,0.5854269874919041,0.6570504585133048,0.9305852003117525,0.9307621681865389,0.6953877063602006,0.6910714215483682,0.5927595723786389,0.40611153342902734,0.8725595514924683,0.897735240333001
2009-04-01,0.879262619064827,0.8659212867877062,0.6045016919342763,0.6696596591004128,0.9484216366357094,0.9307815200448302,0.6687626538173695,0.6904890697877449,0.43579355230821004,0.37581895249684694,0.892948703111745,0.9005071412707996
2009-05-01,0.8456412312360787,0.8644569596693961,0.5474522932723968,0.6799300431013684,0.9492557703762196,0.9289806342955752,0.5432637243259105,0.6936165528817246,0.3246639543761045,0.3661587060763921,0.8921454537113764,0.9012695912372571
2009-06-01,0.9718680650168138,0.8663714820451354,0.7224305102760671,0.6994137732455423,0.9319159261145029,0.9271005494045729,0.7389905301333769,0.7161677505219608,0.4471254979379244,0.3734616144304159,0.9375116206034291,0.9021104143614146
2009-07-01,0.9297160118398652,0.8509552904529946,0.7237844324621423,0.6961438424465853,0.9170993700031128,0.9262555644207949,0.7421243682036143,0.7122605239020519,0.4418523301247036,0.36201392226103035,0.9063247608933844,0.8963597217910301
2009-08-01,0.8787624234988628,0.8401128358635166,0.7128933431157832,0.6927049222683973,0.9221672978616543,0.9276316631470212,0.7127513086280898,0.7078874973000224,0.4377028659665423,0.3512573667339388,0.9068133541047446,0.8949417240339683
2009-09-01,0.8592125650749272,0.8349104090152141,0.6659658063613197,0.6903124150435176,0.9205790452518274,0.9283489070783268,0.711743575090823,0.7072016258571604,0.34827537598668357,0.34098619151569937,0.9020246292935973,0.8934628429494014
2009-10-01,0.8586523055911194,0.8319804223662022,0.6430340237149719,0.6930319888443894,0.9196896877477326,0.929255110201905,0.6375291726083603,0.7066401142269638,0.3366202568464968,0.3400590346647388,0.900666232436533,0.8925045251867062
2009-11-01,0.8760121518021697,0.8291080131634208,0.5672945209536155,0.6982229355537026,0.8999816133404087,0.9302549311533757,0.6097694907601471,0.7150972894870522,0.3559703020434523,0.34045892071478423,0.8870397283740247,0.8916819710512627
2009-12-01,0.8003203915211335,0.8243992492164642,0.5862056243205652,0.7110440106491845,0.9154475523512836,0.9334689718679592,0.6353921289521097,0.7266813267387461,0.3345703668664934,0.3388297626213071,0.9080738404810043,0.8921562776378382
2010-01-01,0.8029937587864949,0.8272073135163752,0.5742004764023028,0.7222507404746381,0.9108688909449797,0.9352823627139994,0.6382037110208776,0.7359234286730669,0.33520159651088555,0.3392367056136661,0.9050969801196695,0.8906479969208985
2010-02-01,0.8751751041683785,0.8297447185548188,0.6957624639073958,0.7345242771082394,0.982982717110284,0.9375604545781276,0.7459065318788163,0.7449197564938669,0.3425991459354429,0.33958861443201355,0.986993662651322,0.8893740564499522
2010-03-01,0.8768634757282727,0.8246587443192444,0.6944684033835138,0.7377943141280036,0.9313258826279257,0.9330782838614842,0.7323167469663685,0.7448199086223349,0.2122609680030174,0.3393470831115891,0.9285883270554599,0.8803899877938354
2010-04-01,0.8599491402041354,0.8192851397449805,0.6451940915700763,0.7411652291228115,0.932095370765143,0.933252819067347,0.6455570051700719,0.7459741536237772,0.19690940597712817,0.35100495110563684,0.9254215020833891,0.875835322532853
2010-05-01,0.8565677894475614,0.8154420151167168,0.5963999273294963,0.7488360073448201,0.9300058977051526,0.9333577767621877,0.63240617711567,0.7559062761020426,0.20097885023762405,0.36665519440886685,0.9244837147196096,0.8715147886606508
2010-06-01,0.9544315731628508,0.8118420901310697,0.7100760746216942,0.7607072115917668,0.9549629176030796,0.9336392812379551,0.7421464477602815,0.7671311820952057,0.4067050357405667,0.3830376499088738,0.9303824495370763,0.8672339419038066
2010-07-01,0.9316573285647375,0.7993561185163682,0.6939455038123119,0.7660250583022977,0.9387942927082515,0.9313692347683716,0.7435108431467731,0.7698110432581088,0.364965715920509,0.3799652060160117,0.918266663104547,0.8603654898741838
2010-08-01,0.7844953279334452,0.7885425038439651,0.7662067393800678,0.7731672255613767,0.9850228777049226,0.9306475023300222,0.8068744999147257,0.7723647293730337,0.3153978698950434,0.38200502006349224,0.9729927419934792,0.8546442623922729
2010-09-01,0.7506551070495396,0.789084111480594,0.7716443012395511,0.7738775237521661,0.9419039596769161,0.9252147762610061,0.8154540282644993,0.7688187392152298,0.30776914792996496,0.3900759018870868,0.8715053144963356,0.843649718098542
2010-10-01,0.7923319747783689,0.793700977831064,0.7965671740954536,0.7740914099850152,0.9562393177335458,0.923538306778817,0.8021532483184923,0.7644444795940071,0.4034326196090495,0.3989885526167852,0.907477903740482,0.8407816084316809
2010-11-01,0.7713703488940413,0.7938764869964805,0.8148682431163029,0.7715054346402286,0.9704318318983416,0.919888036575856,0.8137591030171147,0.7598640027164972,0.4431445797589965,0.3985233063725568,0.9240711388314592,0.8333850471254691
2010-12-01,0.7464867623788197,0.7968248960738538,0.7698123556235629,0.76698215939179,0.9329896866301952,0.9146137335029221,0.7936641768253275,0.7540084169056925,0.44312175085874406,0.3937107132790889,0.8467135929563849,0.8242540623392639
2011-01-01,0.7903963675879692,0.8029208582805764,0.852375019411427,0.7666946819547936,0.9614126080667744,0.9128231847614876,0.8509999260390406,0.7499804801005104,0.49497152274253753,0.3889003415221315,0.9181790220706456,0.8220438171989446
2011-02-01,0.7883801481838756,0.8046458339427096,0.853383445939402,0.7582612224882488,0.9394014360596817,0.907368747559974,0.7790450062934199,0.7404956798251092,0.49708783017470737,0.37938810392866074,0.8999478930033855,0.8120359540179496
2011-03-01,0.7890169291246862,0.806636625627527,0.8512430581795575,0.7496959213063417,0.9105679179989716,0.9040133701286981,0.7521581217333028,0.7369645424828264,0.49870372770173116,0.3695627723669268,0.8534939727812566,0.8034542729928764
2011-04-01,0.7856889569646107,0.8085586824421757,0.8115100662564029,0.7412356821335162,0.901558477204272,0.9033648204688238,0.7356625721551067,0.7356585906548079,0.4462746358834047,0.3595680621403962,0.8194444920513323,0.7986872444833818
2011-05-01,0.7774063798764327,0.8108119626686038,0.8113908919938219,0.7356344522433091,0.8941455359371536,0.903530252500607,0.7331230835102028,0.7356582641659483,0.4464165052288099,0.35282885947977755,0.7953255670138681,0.7967805579316009
2011-06-01,0.7804941139532453,0.8138329497718033,0.8367601536555234,0.7300362969585814,0.8966263937105252,0.9043260581641686,0.7579928208687925,0.7358507998722366,0.45971384130415055,0.3460669512266559,0.7820656631755968,0.7969072781268617
2011-07-01,0.8040611855537886,0.816598261677352,0.8613161675167488,0.7224834292167507,0.9035032664006873,0.9049805695691415,0.780485120672436,0.7342602948318367,0.48547592480364715,0.3383907399665925,0.7974638865252368,0.7982763153613328
2011-08-01,0.7685651855376444,0.8176045604629003,0.7433303147152853,0.7131682270493908,0.9049415128443445,0.9051056204004073,0.7474932809212718,0.7311315563577688,0.4962024750514588,0.32631308940569925,0.8031953847313816,0.7983497922037326
2011-09-01,0.7213109822941977,0.8216487599263044,0.6277368332906281,0.7110955494908275,0.8933493174037215,0.9051187104596121,0.6373151881744592,0.7300771141376085,0.2704897931108198,0.3131065441558264,0.7590758435692185,0.7979461464652085
2011-10-01,0.8409086467442779,0.829660684200375,0.8512925445810413,0.7176989305815833,0.9894714571694379,0.9060079810528763,0.840808488867125,0.7369299477339006,0.3139371450441005,0.31943388739311807,0.9370962192751502,0.8011720694561307
2011-11-01,0.869775406092605,0.8281773704446638,0.8112613285055118,0.7043993124751833,0.9291169399693835,0.8964977032056093,0.8174664305645074,0.7255458010053084,0.3611727764167994,0.3201477246179775,0.8501161680981829,0.7868692154885996
2011-12-01,0.8227124136389519,0.8231984029968845,0.7742270344361264,0.6919329848182569,0.9009488339170637,0.8923383576662431,0.7654997196683485,0.7143556152122666,0.3630831803130415,0.31526824038131673,0.7840746817308338,0.7787637806890437
2012-01-01,0.8382340978323332,0.8232543428163336,0.7889495055896013,0.6827547170969621,0.9153245442183232,0.8913431929705559,0.7741294803828936,0.7083025017799652,0.36833560713436836,0.31017497568713265,0.7997422127153437,0.7781207880237017
2012-02-01,0.8408726129602014,0.8216859160555161,0.7751070236187141,0.6716540739064267,0.9312415331333683,0.8888224694468589,0.7063888037435974,0.7009056220862757,0.4014349093841396,0.30457315422194586,0.816357513527099,0.7757478657367368
2012-03-01,0.8428179656175652,0.8197174160614307,0.7354240403723936,0.6605107342244949,0.8514765817654177,0.8846775034428925,0.6882292130212432,0.700198447798826,0.38446942148228425,0.2941429832396061,0.7346977947833552,0.7716891819972336
2012-04-01,0.857081828373418,0.8175629343636066,0.7335401528817238,0.6526037203404238,0.8595265210103687,0.8880128286965975,0.7001647022774404,0.7016343948092789,0.30923214836799323,0.2843647608218404,0.7518505687699181,0.7755715410543519
2012-05-01,0.861001181320322,0.8140175431077996,0.7144686101171405,0.6448761224219186,0.8651079289121142,0.8907791572766394,0.6996972939229786,0.7018027622302835,0.3225007551347839,0.28179680387190237,0.760224569330178,0.7779354132017321
2012-06-01,1.0025838198174617,0.8100383505869592,0.7818853638359508,0.6382097275617895,0.8964562289698973,0.8930982482161645,0.8072945665938481,0.7020295788781328,0.5604843114677284,0.2779433225783482,0.8194310328653909,0.7795637989647966
2012-07-01,0.8261201390507197,0.7914186120191645,0.7410870189890583,0.6167971947756139,0.9056386843901102,0.8926417552729887,0.8162562816905329,0.6872691377448451,0.46330409239999504,0.24608520069340042,0.7976825241747469,0.7739003654453418
2012-08-01,0.7394719964925828,0.7871450999004657,0.723818332848835,0.59805110117626,0.9155233539638286,0.8910806124077153,0.8172374163657392,0.6708228420495387,0.5175387116980183,0.22239584644357624,0.8321261055635192,0.7709225558028193
2012-09-01,0.7392867574027591,0.7945440076035881,0.7284058122263898,0.5815278246195812,0.8869787241802772,0.888144188453858,0.8147545421519682,0.6542654526495905,0.5158052937715826,0.19198897162387651,0.7844104521718708,0.7637809294830555
2012-10-01,0.7426621887991176,0.8019678123383668,0.7165465655811473,0.5637863823314715,0.8569206667660548,0.8882807372160719,0.7583425698772001,0.6379575640852451,0.48690041329383166,0.15751094008724748,0.743472593646785,0.761305760653196
2012-11-01,0.7659125619455203,0.8090192056064106,0.7431567478710177,0.5465144668134484,0.8826999539617648,0.8916296525796443,0.7839819671858494,0.6254306802105795,0.4940482296623984,0.12115030702810375,0.7736053528363303,0.7632741381441402
2012-12-01,0.7624523318389748,0.8139507090945981,0.7429516526167341,0.526210470975414,0.8780076983261362,0.8925321032452944,0.7912616057243564,0.6102930614782293,0.2899686425218042,0.08405716760233795,0.7691374835326601,0.7622120676455081
2013-01-01,0.7471728501864152,0.8192395532731864,0.7350130685903313,0.5059256389919177,0.8945907144432939,0.8939266501897847,0.666016468162047,0.5944673370631649,0.22844102271073957,0.05876379147126118,0.749379337805032,0.7615295481780844
2013-02-01,0.7634639396304244,0.8273077940418474,0.6835847783238181,0.48630901889196265,0.8280990763937797,0.8938682253529695,0.6478030820637811,0.5883433908067944,0.2708373319076165,0.03952441861043321,0.7099285729303314,0.7626230374927935
2013-03-01,0.8707981700817224,0.8338307857724898,0.7449246418489235,0.4665468190829653,0.9564673355535487,0.9003854832693361,0.7920983006303408,0.5836377048722627,0.09254677126420938,0.008943855672647702,0.8626349593349523,0.7679383767242336
2013-04-01,0.8596667352898543,0.8289909420294419,0.6928081513628255,0.44098308301654204,0.9530610998014725,0.894047996114278,0.7679832427379911,0.5675659514387497,0.05345987514682212,-0.0015059724352659912,0.8473765865106478,0.7580367195711145
2013-05-01,0.9504101819582114,0.8253508981575591,0.5720244012182142,0.41873712301608224,0.9558356631058376,0.8880496516780964,0.8544913608655142,0.5523964556764398,-0.016763079962845658,-0.008761424863629495,0.897519647095166,0.7494981717163841
2013-06-01,0.9448939958985718,0.8105415654339085,0.5756137866440212,0.40598487792696525,0.9533997434378215,0.8790900677277071,0.8058910708560377,0.5307007724384795,-0.048022328137344195,-0.00781374594005587,0.8902476066932079,0.7313371977948732
2013-07-01,0.7782085697083274,0.7962866582804726,0.6818984266530128,0.3928891508423305,0.974432908048703,0.8703236014234037,0.7995341364407303,0.5104483965182958,0.07130773807078285,-0.001194029684909212,0.773478762896507,0.7136155346656707
2013-08-01,0.7704914537914679,0.7992781943406407,0.6419478279194996,0.36942973531732626,0.8840154037629933,0.8593061846200611,0.798795695269644,0.48086179964922,0.1414833483626235,-0.012562450405271514,0.7049401402441766,0.7073861609186006
2013-09-01,0.7962080304006794,0.8033697231661866,0.5244165715864216,0.3424015179046896,0.9046363974512337,0.856353176291281,0.7362013827208209,0.45134353443133207,0.13726256176834933,-0.037803614142189246,0.7366088275577726,0.707686060177616
2013-10-01,0.7931634512179084,0.8042891450692631,0.2701941387710756,0.32494175871455466,0.8351980896309951,0.8508750332363595,0.4283043053947736,0.42667276193327913,0.09233584650218501,-0.06245651780523265,0.683932743404414,0.7043870251101458
2013-11-01,0.7905271573485537,0.8055552572607619,0.2136227247337802,0.33177471620021387,0.8326013011208632,0.8527677856751114,0.36106337219083123,0.42649172015939096,0.05438245869230542,-0.08252549727377323,0.6851473443823461,0.7069182874379919
2013-12-01,0.7845142548040565,0.8071170703693443,0.19888991883813856,0.3465867050350674,0.8259542384316925,0.8549731205402801,0.3861602046509436,0.4337394618977115,-0.0403013095786803,-0.10052671563303074,0.6574589050245271,0.7093395021044759
2014-01-01,0.7490413416408023,0.8094487326151505,0.2025732967492713,0.36311456015367743,0.8146173067388072,0.8578358746724843,0.32634331177056536,0.4386101958550448,-0.040473700745283316,-0.10946581509461134,0.6464831999885067,0.7145821454807989
2014-02-01,0.7754348361268577,0.8152761466552283,0.28656942129245006,0.37936485578644785,0.8433658425735854,0.8618242953166673,0.3593746221258496,0.45022812480544827,-0.026493464972515667,-0.11838271775568163,0.6730857859607949,0.7210623812546568
2014-03-01,0.7527528749804467,0.8188261260870485,0.3685629748501598,0.3913467422449964,0.885552830152086,0.8634116385525136,0.4001525327729061,0.4634407519485386,-0.10741246975137927,-0.1289253603908406,0.7205157192485694,0.7252774270224507
2014-04-01,0.7148598944426388,0.8261579696950246,0.3537414061025781,0.3945774791839753,0.8489738245593046,0.861472006422016,0.40739620090390205,0.47165975837612084,-0.07400361340420854,-0.13126402446739527,0.6478370836824472,0.7256715888097671
2014-05-01,0.7111572437255225,0.8384757292147191,0.34561907382241186,0.3997027790817412,0.8354956486483883,0.862499401257843,0.390815405541553,0.4792549669129732,-0.07802034482186655,-0.1372044816019254,0.6265388560843719,0.7319808935205206
2014-06-01,0.7193654016726246,0.8512993631054311,0.29392398388094887,0.4058063783146592,0.8296342706780909,0.8645725537229821,0.30447110766845253,0.48885375753922505,-0.09692891250322418,-0.14287948170604114,0.6017708284462551,0.740071111029815
2014-07-01,0.7133427167744413,0.8641256837358542,0.2862115713172425,0.41759981805826074,0.8143917870846307,0.8670648863193954,0.2994343630771617,0.5084557989675035,-0.07083569074732247,-0.14693305898463604,0.5899905911261927,0.7499972014245859
2014-08-01,0.8287854308951096,0.8775458655765923,0.4335726497251672,0.43090555722426177,0.9237840950224029,0.8706730079946486,0.2453818281596183,0.5294533242869387,-0.16250676892434068,-0.1539570832796193,0.7502768537031931,0.7610901293387891
2014-09-01,0.8359279528625547,0.8820745358123663,0.3393447665052415,0.43063241654084283,0.9209833653557179,0.8662946408036996,0.19115442307251582,0.5555905659992323,-0.13808600882146363,-0.153216736670847,0.7566589114922607,0.7619253281069548
2014-10-01,0.9824950842157414,0.8860080930841003,0.5373923559875884,0.44006199574816574,1.0349833108327702,0.8619357694203809,0.49537661266333033,0.5881123394789054,-0.3523096924290119,-0.1544407924408679,0.9427937242310387,0.7623201254871556
2014-11-01,0.8936072046379376,0.8763363632628152,0.5363311713566452,0.42965801865516573,0.8565343029148058,0.8443640227984773,0.4946579503005703,0.5997201452045507,-0.3007804721540552,-0.13827593626215964,0.701809068233038,0.7465698014932808
2014-12-01,0.9309438611160851,0.874601529876176,0.403868897856237,0.419327672813713,0.7584969564218318,0.8430134462008252,0.5269304624054161,0.6114334530726009,-0.42704726779968183,-0.12373501168686896,0.6495146157213789,0.751369200411992
2015-01-01,0.9947448440405098,0.8694088271637708,0.5078382271267204,0.42076562765164954,0.78596483513678,0.8563713787186621,0.6248446700705819,0.6199627499776635,-0.41769046893833833,-0.08337973123358644,0.6916329186665624,0.7676125941860952
2015-02-01,0.8941602039375254,0.8584258692483862,0.5825444747973749,0.41279775666495144,0.822437297432051,0.8678541376764838,0.6562628584813416,0.6194229298402166,-0.25472446281103894,-0.04410619709771546,0.7273452243016025,0.7802346933967871
2015-03-01,0.8868001054851067,0.85422248099193,0.5400587096400603,0.3977277397562635,0.789808451660696,0.8745483840259844,0.6598400379647419,0.6157260144695719,-0.23234985671282038,-0.019479322988922076,0.6884327355263556,0.7879461069186131
2015-04-01,0.9122830986718155,0.8507843710051071,0.5928312223391036,0.3842928819308785,0.8063315521461992,0.8861957869733899,0.7031640251983649,0.6116632131646774,-0.18345788647943923,0.0034296562903777805,0.7119610156898447,0.8018122321638005
2015-05-01,0.9277523501544974,0.8448542685681646,0.5737714897404212,0.3652952059567146,0.802240472602564,0.8968073961323777,0.7330675045134464,0.603696777879141,-0.204122475770311,0.021911131456666705,0.7080831293706757,0.8139787074639655
2015-06-01,0.9427299078200316,0.837539169622957,0.5808587323013114,0.3478399159343022,0.8033725723883927,0.9093369217434808,0.7435626867361134,0.5921579490270713,-0.19599628890922058,0.042346928276269125,0.708293857311979,0.8286513485473407
2015-07-01,0.7788771690259427,0.8286929612906312,0.5223546170902718,0.3298225099410147,0.8064477266900018,0.9217343544454054,0.6820381684814409,0.5786432916348813,-0.21509226946387916,0.062127878722019525,0.7002180247344316,0.8432983595413428
2015-08-01,0.895718037075904,0.8337306257479253,0.4770262168541719,0.3152839405986488,0.9522235535442607,0.9338259268284816,0.8953257058702603,0.5697576830505844,-0.11638604731347534,0.0844882445339551,0.8774696404156808,0.8588669435971393
2015-09-01,0.8975301197424206,0.8248973861056076,0.40933482790015785,0.30390276043354253,0.9527689639025164,0.9314707751962615,0.7367198254180876,0.5354282363930738,-0.054655037328949975,0.09965205464739083,0.8758157988636435,0.856559995605228
2015-10-01,0.9065825424089732,0.8157703765836235,0.4435422944773615,0.2944344514415683,0.9395779343814005,0.9290536522708127,0.7506652017627224,0.5104878744763652,0.08948283570348564,0.11223699011533499,0.8625180659364422,0.8544350916513203
2015-11-01,0.9005031358306171,0.8056029749435947,0.2937129172362325,0.2807264533903361,0.929019834462681,0.9278913020890056,0.6425317741491358,0.4830174028349423,0.043125849323310775,0.11486641593174321,0.8527389103253499,0.8535523357427126
2015-12-01,0.8819767323622013,0.7960200033789624,0.35561457353402526,0.2792338726217453,0.9942241407988439,0.9277783882846966,0.7174290485526551,0.46448145971781196,-0.04538477695788544,0.12442614895171668,0.9122107778650168,0.853632881074503
2016-01-01,0.8547310492282053,0.7852051173304928,0.41129095997332493,0.27119469534712604,0.956915241748188,0.921364906645974,0.7359421464012763,0.43642340848912775,0.03430799317858728,0.14520521147818022,0.8602064969622998,0.8482127581136693
2016-02-01,0.860424209232666,0.7773871077106984,0.38154289323857987,0.2559914996186381,0.9665606150752248,0.9176795990988148,0.6690129875776027,0.4033768718605957,0.1236932613422229,0.15832707568337873,0.8700365737251454,0.8469478889116219
2016-03-01,0.8476844009712078,0.7689860495081635,0.4081660619847253,0.23790012904042596,0.9618299322542246,0.9129499036418307,0.6852758988640711,0.3699032710028471,0.1562698713923561,0.1644359714225078,0.8716811924206265,0.8446592541824368
2016-04-01,0.874632918991889,0.761742119128392,0.4303328293419979,0.2157712375709347,0.9767348293912869,0.9086363438732689,0.5822089992026519,0.33428602587844025,0.2246051994169536,0.16570320884147804,0.8865582594906997,0.8422222007066097
2016-05-01,0.9596754974101017,0.7520586895239838,0.3905392680785108,0.1839218010233604,1.0255627550241944,0.9026869717183599,0.5105802898519892,0.29539008097323183,0.28548933241695795,0.15617328284955334,0.9680697630167663,0.8382044615835742
2016-06-01,0.95296185048182,0.730689336168293,0.39065615420467564,0.1570816286072816,0.9742095238287335,0.8895204446580393,0.4881770971235762,0.26576836193778236,0.2807074595730827,0.13787212388131959,0.913923390156865,0.8244033557324764
2016-07-01,0.9183760721566698,0.7097659472496801,0.35318708305377616,0.13022509113111766,0.9943000507730372,0.880922943471657,0.5268244277318976,0.23743360818367815,0.2790342862485345,0.11971430886789594,0.9124358447043235,0.8153311105197483
2016-08-01,0.9433213304677956,0.6881720415673556,0.16081498268833075,0.10696319466203179,1.002754099522568,0.8704029508048537,0.3877434700988274,0.20327167889643263,0.14012992542560698,0.10174463098823214,0.9605388735063447,0.8063955645931208
2016-09-01,0.8679729598553204,0.6575184697833837,0.15756095651891575,0.10134696260014836,0.9744293424145647,0.8556640278928656,0.3400609809675561,0.18276405187763542,0.12354624941747958,0.09761533143160817,0.8808196098265814,0.7901498312928265
2016-10-01,0.8827701919332709,0.6306752059508259,0.16548616218035023,0.09603688430915891,0.9859980308965722,0.8436590837098618,0.3557121965143234,0.16654094681857323,0.0955578174935937,0.09508293032286573,0.8976484344187905,0.7811521928486063
2016-11-01,0.8569233420476648,0.6018863168962982,0.14823249783683487,0.09003752000544772,0.9856860077773183,0.8300023782997636,0.35333083457646114,0.1487781527364635,0.09442393082320594,0.09504025016215305,0.8953895098741345,0.7701930407534601
2016-12-01,0.8673375658266732,0.5749512700360206,0.15005128515172428,0.08488686070359756,0.943840230487446,0.8163690047288183,0.24321681514579935,0.13110704502874712,0.07231697236318987,0.09509160486571892,0.8636387798774608,0.7594017998627303
