date,DJCI-GSNECI,DJCI-GSNECI-smth,DJCI-MSCI_W,DJCI-MSCI_W-smth,DJCI-GSCI,DJCI-GSCI-smth,DJCI-MSCI_EM,DJCI-MSCI_EM-smth,DJCI-SPX,DJCI-SPX-smth,DJCI-GSECI,DJCI-GSECI-smth
2007-02-01,0.9871366192777414,0.9985885743808025,0.7252811752688118,0.8514682312355755,0.9983446823178694,0.9999066608347342,0.8791920816691469,0.9718053529053456,0.6039507056844148,0.7995091435268207,0.9968122629955444,0.9997216795239525
2007-03-01,0.9867473156000361,0.9985034580756778,0.6450462224099283,0.856328240740985,0.997931323526353,0.9998858429181934,0.8402119061841475,0.9735671184356385,0.5875633990152785,0.8130064861661206,0.9961405657765718,0.999663609609307
2007-04-01,0.9791395199423587,0.998415014049391,0.6445909903132335,0.8678168435272666,0.9968648703469858,0.9998666738984107,0.8359539891589105,0.9768066862255074,0.5395559721578921,0.8293104795509776,0.9943042431206794,0.9996146263106739
2007-05-01,0.9729051854538697,0.9984888912773708,0.649845842639928,0.8802832416004764,0.9952904063419846,0.9998596304891653,0.8296809941668886,0.9803162684613662,0.5526293991274339,0.8501701091217271,0.9913524474213447,0.9995929655187429
2007-06-01,0.965171325671254,0.9986641445733466,0.6336453301462573,0.8929788804576672,0.9936113990144415,0.999869060005601,0.8046087316588104,0.9840708787726056,0.545707755260562,0.8701983487974015,0.9887127377371712,0.9996135125659693
2007-07-01,0.9581791176277586,0.9989323839521589,0.6280500584461263,0.9070314571117479,0.9889427159322246,0.9998922348636673,0.7828593287097186,0.9879643687679234,0.5437268258864826,0.8907475803334097,0.9820896864506714,0.9996690357851911
2007-08-01,0.9715963835366276,0.9992427131584749,0.46014726514806537,0.9219424871362181,0.9916725743299828,0.9999233904722534,0.8411393937132672,0.9916493853521682,0.5379115242986523,0.911254265170865,0.9865513585953809,0.9997484927998965
2007-09-01,0.96877476134269,0.9994345101170579,0.46865273121489626,0.9435052623959443,0.9932059044474265,0.9999439658737239,0.8591579196496738,0.9942443611929092,0.708641493528579,0.9316163442340909,0.9895395466608625,0.999807202234021
2007-10-01,0.9980005208598643,0.999632686691442,0.8888527395197303,0.9620648070239608,0.9993885877830344,0.9999597601308199,0.9881371106443955,0.9963647396161512,0.8764029478636123,0.9427201781364433,0.9986895943922094,0.9998515082151161
2007-11-01,0.989173334401805,0.9994729634249924,0.8929494582486774,0.9636331798369541,0.9982784393712485,0.9999477289465031,0.9836387395834756,0.9959495261958984,0.8828014840451239,0.9439745048261954,0.9956165285835024,0.9998283107809336
2007-12-01,0.9863619939897519,0.9994269093718697,0.9246559768820213,0.9657150042989895,0.9976677050698417,0.9999323153931268,0.9848315068219724,0.9953946716750497,0.918579496009353,0.9457385782187153,0.9943016064484246,0.9997911220593436
2008-01-01,0.9818348169301672,0.9994314792350766,0.892991167567561,0.9633412195827552,0.9964033539972039,0.9999204842690923,0.9751201860633762,0.9944404268111688,0.897020272133449,0.9395296408190352,0.991934134272463,0.9997672679157732
2008-02-01,0.9762318598638322,0.9994960541629655,0.8398539808840294,0.9637715970164714,0.9946664175841116,0.9999166638279479,0.941616483475298,0.9940676090672264,0.8414939884238256,0.9363778443408505,0.9884855473402007,0.9997640337821354
2008-03-01,0.98283887414729,0.9995971063752742,0.7879426089664363,0.9668769973861567,0.9955044800273556,0.9999235227037662,0.9443871877286953,0.9944615431737596,0.7602865777910058,0.9374811362179221,0.9901527592304793,0.999787166964085
2008-04-01,0.9810742538185804,0.9996499345264521,0.7962513587871954,0.9725055505887458,0.9945602577803871,0.9999282765030368,0.9437962683610851,0.9949433536495238,0.7824539535552053,0.9449699481262344,0.9882815728115812,0.9998077283139759
2008-05-01,0.9754663127796546,0.9997057562177722,0.78289641628453,0.9778513541846375,0.992188133330344,0.9999385729014727,0.9317213872843491,0.9955166669048456,0.7670578592766244,0.9514691714953987,0.9836997303329331,0.9998417086963713
2008-06-01,0.9694315017394979,0.9997821097648554,0.7723855509046837,0.983445555925547,0.9879572238752228,0.9999548902345805,0.9223364987289036,0.9963950437489758,0.754827517516981,0.9593573427192813,0.9767019956020543,0.9998862759489492
2008-07-01,0.9742920306616596,0.9998614104790846,0.6118106961607074,0.9888205158716812,0.9891258180074759,0.9999712925628055,0.8394435747279496,0.9974075583964441,0.6241560967192962,0.9681447611583703,0.9791488960098889,0.9999276395861332
2008-08-01,0.9772632304971047,0.9999093331393092,0.698821926581032,0.9944119396948636,0.9927151083376078,0.9999829602376047,0.873332533929657,0.9985986275158738,0.7584947694458306,0.9795898741925364,0.986842719806514,0.9999575701383898
2008-09-01,0.9782840304347783,0.9999455890961996,0.6984288330955404,0.9974822800763214,0.993190828969645,0.9999899832132972,0.8954747028789578,0.9993221345485298,0.71938262733298,0.9863451700356918,0.9881695952575055,0.9999746849842854
2008-10-01,0.9892324741171619,0.9999716217105692,0.8726556040717242,0.9991796060976574,0.9963419186461084,0.9999948989748164,0.9561813347130723,0.9997305330232862,0.8023923698906663,0.9925430224237498,0.9935950907953978,0.9999865785090687
2008-11-01,0.9993865307735622,0.9999837841287245,0.9942769868337249,0.9997268128906349,0.9998053502543565,0.9999973398835093,0.9980412271332648,0.9998832977468923,0.9916983079331925,0.9963753213026891,0.999658738561995,0.9999927849169923
2008-12-01,0.9991435096749166,0.9999774374969963,0.9928414907057972,0.9996492649838624,0.9997057354903485,0.9999962242515568,0.9970615726951366,0.9998201670724725,0.9907376119051537,0.9945924488324533,0.9995377361214441,0.999990408690377
2009-01-01,0.9977840491324683,0.9999719599073431,0.9878020052149028,0.9995742846702962,0.999551428698259,0.9999952322824139,0.9925625644384781,0.9997617854825624,0.9880595902736862,0.991451323797718,0.999292647924924,0.9999881754820201
2009-02-01,0.9979742098554483,0.9999732574646392,0.9903993737056269,0.9995894803981137,0.9993836924775392,0.9999939248206444,0.9937954414476995,0.9997681741446702,0.9877693039091309,0.9876865900202336,0.9989987041187244,0.9999844671926503
2009-03-01,0.9983397214320662,0.9999754644349764,0.9929820245392249,0.9995641821927014,0.9989555857432677,0.9999932935376481,0.9946792719487728,0.9997676435499652,0.9915299148241906,0.9827763878504584,0.9981060054209594,0.9999822515009769
2009-04-01,0.9982100338602685,0.9999778576868155,0.991801951300681,0.9994487630138145,0.9987786762461859,0.9999940586221026,0.994414779790262,0.9997698269791377,0.9598549824629803,0.9727585514706321,0.9977163412811839,0.9999836915424276
2009-05-01,0.9965065209288602,0.9999800891622861,0.9821125079461571,0.9993362316322812,0.9980775491243554,0.999995438730582,0.9823095034419649,0.9997620213192515,0.9134051680681923,0.9666395777095549,0.9966182589335555,0.9999869584590618
2009-06-01,0.9998984594764614,0.9999861527720125,0.9967651417738936,0.9993292645895657,0.999952650402298,0.9999973878201425,0.998884629900944,0.9998098883056001,0.9610185242807795,0.9634997741265057,0.9999211348831722,0.9999917293212848
2009-07-01,0.9997192129460337,0.9999717292515302,0.994659648099015,0.999013187445259,0.9998112696785257,0.9999929951801103,0.9977432390167467,0.9996573016988684,0.9475811224304139,0.9536275920577786,0.9996855868833908,0.9999798840005998
2009-08-01,0.9993680477488579,0.9999517407938597,0.9929389759839358,0.9987191051795011,0.9995825771160076,0.9999869497047889,0.9962804800314328,0.999494165103831,0.9343190950857436,0.944892790471926,0.9993142552924834,0.9999644119609934
2009-09-01,0.998574659810267,0.9999260180645391,0.9869856909268182,0.9984035602553366,0.9991664068855763,0.9999804067573606,0.9938347925009787,0.9993033181581776,0.8929019294227154,0.937600288276749,0.9987269306949698,0.999948401346859
2009-10-01,0.9975824745292685,0.999906581567563,0.9808653487957415,0.9982066409287168,0.9985273002664826,0.9999754908301681,0.9871321510308193,0.9991609506421992,0.8744963089492137,0.9331249167948045,0.9978769338565445,0.9999355693559622
2009-11-01,0.9972450635540535,0.9998990349898251,0.9620697805081327,0.9981362155032192,0.9983184570436503,0.9999739774588704,0.97842216579118,0.9990991380700773,0.8756760163183276,0.9305493540607787,0.9977113207375907,0.9999298688552023
2009-12-01,0.9968625729966241,0.9998982260615543,0.9604871492073401,0.9983066032319539,0.9981573896676824,0.9999722827391333,0.9783965158484986,0.9991537592895612,0.8494651559584061,0.9283806711139786,0.9974071912351243,0.9999227460809893
2010-01-01,0.995331036750434,0.9998879817753643,0.9508620494412944,0.998524028382208,0.9973024562699409,0.999971758446341,0.9735922137600801,0.9992326759276953,0.838889719272877,0.9290476351953124,0.9964007161035444,0.9999197825390822
2010-02-01,0.9982956455467276,0.999892316744562,0.9783526436743324,0.9988156683933773,0.9989919369649027,0.999974585360611,0.9911709392006062,0.9993647777848276,0.8340767751448812,0.9314299290163837,0.9986242210691412,0.9999248062828408
2010-03-01,0.9975479024347182,0.9998687700853643,0.9736335760142325,0.9989236787181468,0.9983545989720355,0.9999719433684698,0.9869607615308467,0.9993401948463752,0.7398493715473552,0.9352627311849238,0.9978450077909511,0.9999160935117848
2010-04-01,0.9958995711021825,0.9998556528097963,0.9659287066302573,0.9990994469116925,0.9974984473398993,0.9999710274634777,0.9788349484075816,0.9993870265770226,0.7348428655400836,0.9439815051675379,0.9968492729904386,0.9999106855539757
2010-05-01,0.9943657692270147,0.9998626700089805,0.9519773785575534,0.9992987447726764,0.9964822339856234,0.9999741333410268,0.971712152659881,0.9994694728369117,0.7363030079372989,0.9525696314517489,0.9957077250996216,0.9999155230483545
2010-06-01,0.997630866593368,0.9998855298637392,0.9893112696826304,0.9995198036476489,0.9990828487700977,0.9999800927094136,0.992462483329265,0.9995914312401717,0.9285895818656507,0.9610577895437338,0.9989238927518553,0.9999295513683844
2010-07-01,0.9961338756028324,0.9998944182184646,0.9855339646578799,0.9995229388131668,0.9982882329330238,0.9999773132747568,0.9897431205653784,0.9995708609242013,0.9108307753151614,0.9570445862997686,0.9980521614823953,0.999910539203734
2010-08-01,0.9979465604581814,0.9999198563571211,0.9928101242087166,0.9995635825730644,0.9990757046076489,0.9999782873461658,0.9951514571119221,0.9995927323447196,0.8638737343677554,0.9533533842601665,0.9984896787007199,0.9999019808083485
2010-09-01,0.9953640641906509,0.9999040410244034,0.9915308742776967,0.9995413120449942,0.9985834640963978,0.9999764556002668,0.9937452535100649,0.9995462503560618,0.8444149613808012,0.9535165669831968,0.9974168679397318,0.9998923892713971
2010-10-01,0.9977228115611372,0.9999090204320615,0.9965532971333396,0.9995436565128584,0.9993004474069715,0.9999761013159143,0.997410676687063,0.9995351275230562,0.9041106847394664,0.9553526732038218,0.9987446110155398,0.9998833413904888
2010-11-01,0.9973803589730331,0.999893561963181,0.995753483260539,0.99940837441557,0.9991402240672722,0.9999696048357849,0.9963440425169156,0.9993498799815461,0.9272122203926607,0.9535632535266094,0.9983171607708131,0.9998464962319085
2010-12-01,0.9953079429704785,0.9998724107984829,0.9929254810929112,0.9992768642775404,0.998206452209891,0.9999636714741904,0.9942878198928937,0.9991653942310177,0.9166081052004287,0.9490272306987815,0.9960483512781684,0.999815116260296
2011-01-01,0.9983230981627982,0.999867536034013,0.9962545516953832,0.9991761522119296,0.9993616624577124,0.9999631264866218,0.995441040642436,0.9990089905815045,0.9308637403484745,0.9456063412706486,0.9984741888444493,0.9998063091745191
2011-02-01,0.9970932146054061,0.9998080039495256,0.9947783275661699,0.9989645121469175,0.9988185280024195,0.9999493214855859,0.990808806639216,0.9988084681389171,0.9245292040009926,0.9409497426402892,0.9975365053709182,0.9997513898240011
2011-03-01,0.9954193406053746,0.9997571422429304,0.992995517153539,0.9987869634911393,0.9979100828998126,0.9999382601602111,0.9862790239671752,0.9987001151247861,0.9173371815832618,0.9369833264116679,0.9957845841789031,0.9997096099737168
2011-04-01,0.9931721908173371,0.9997278123121864,0.9890201231982475,0.9986664587376387,0.996817609308219,0.9999328081553174,0.9824254211919824,0.9986903634325173,0.8932818807939753,0.9340493666602145,0.993496142806786,0.9996893193001795
2011-05-01,0.9903019771396443,0.9997273550404908,0.9862968495072726,0.9986428134935561,0.995389650655963,0.9999347742133797,0.9783268058115435,0.9987562218442367,0.8849219449095966,0.9331077376625923,0.9905407525294039,0.9996961977277425
2011-06-01,0.9877069817633692,0.9997552843254935,0.9869930835960172,0.9987095039912287,0.9955278057119272,0.99994406580599,0.9788995475585525,0.9989043661257938,0.8839104468654972,0.9337087557753057,0.9912315884727216,0.9997325263245915
2011-07-01,0.9886368238675202,0.9998034468970173,0.9871616857236573,0.9988075053530847,0.9957141879214624,0.999953254571817,0.9788491764663392,0.9990783000937067,0.9179102711786414,0.9355488554166075,0.9917630856040653,0.9997600370294031
2011-08-01,0.9863469099746168,0.9998502735609485,0.974326871007454,0.9989516408502116,0.9947028148865353,0.9999623060500984,0.9711254519466325,0.9992768005153312,0.9167399266209704,0.933174412827283,0.9897803442923769,0.9997896236354191
2011-09-01,0.9792378297909826,0.9998957640903658,0.9613684178733708,0.9992058458738108,0.9929679194640781,0.9999734640578115,0.9583833094533147,0.9995102762853261,0.85135183181751,0.931792559793098,0.9856203589406296,0.9998369342531335
2011-10-01,0.9988698637987388,0.9999409160252799,0.9963843159496732,0.9994565202803624,0.9995811680480757,0.9999846033589039,0.997310844740368,0.9997116360296203,0.8710420568605131,0.9300724061009636,0.9988163844258164,0.9998903227135469
2011-11-01,0.9986899973017493,0.9999193756349611,0.9972047839651893,0.9993961675154944,0.9995463004992389,0.9999804843493394,0.9978292057478444,0.9996725658156979,0.8935437261180925,0.9270570296435059,0.9988300562022832,0.9998712329336025
2011-12-01,0.9973745706485807,0.9998968040383536,0.9951397797968184,0.9992172715397629,0.9989040145925425,0.9999716684855673,0.9957747594880649,0.9995769033918881,0.8819934863254835,0.9217791746426358,0.9968159586698949,0.9998180908308123
2012-01-01,0.9966595591738289,0.9998835930338806,0.9946257725410781,0.9990806705027006,0.9984991776389813,0.9999665822262265,0.9952703357363121,0.9995131416050889,0.8735066830286905,0.9182931080409641,0.9959684106895488,0.9997872733827935
2012-02-01,0.9964634316305567,0.9998807130685341,0.9945186822247758,0.9989644049780144,0.9981986329696735,0.9999649199212018,0.9944068769058372,0.9994618696693311,0.9061309531491333,0.9165141449074163,0.9950717591188722,0.9997726343913478
2012-03-01,0.9949722368858963,0.9998806761969932,0.9915589739413571,0.9988079535841297,0.9965202430204555,0.9999664751899793,0.9914324548177134,0.9993597809892727,0.8970610948919224,0.909128752990769,0.9913474547830156,0.9997791851881507
2012-04-01,0.9948731520179985,0.9998963902276705,0.9882925421246016,0.9987313684374352,0.996302460919727,0.9999717157513828,0.9911017102830812,0.999310875581326,0.8398200614444866,0.9016734677359567,0.9911882447032756,0.9998044990017392
2012-05-01,0.993889420138073,0.9999164291184964,0.9864924342080508,0.9988001273133238,0.9953414549554709,0.9999778917388547,0.9891773803503775,0.9992717754444236,0.8394722184425363,0.9007950228881438,0.9894211702355523,0.9998372992673452
2012-06-01,0.999088803242796,0.9999418832763683,0.9987296886427237,0.998928194707726,0.9995255763066184,0.9999854352691518,0.9987486342285197,0.999277691585442,0.9700858741420956,0.9010888021387244,0.9989940709520422,0.9998821945268321
2012-07-01,0.9981287503270542,0.9999419058296835,0.9979996476241105,0.9980673407572391,0.9991516323488764,0.9999787931904414,0.9982195985256723,0.998742266840402,0.936992734283275,0.8729702373128438,0.9976183741489437,0.9998162947700937
2012-08-01,0.9982112162856871,0.9999391355812306,0.9956494189071482,0.9965902027681457,0.9992462783374327,0.9999742129266653,0.9970040407985119,0.9979704232331618,0.9516597732432873,0.8496694552376046,0.9977618892254482,0.9997679276745151
2012-09-01,0.9966334510581305,0.9999179829816034,0.99432230163361,0.9949039489558524,0.9988014653813926,0.9999667468386568,0.9953004369549443,0.9970670358049873,0.953821284528116,0.8168991736346732,0.9967068891227737,0.9997086553328056
2012-10-01,0.9947788864147825,0.9999099571607472,0.9920106954216286,0.9927684277261591,0.9974472243244141,0.9999600066972288,0.9927824480191362,0.9961206273368091,0.9471375788531657,0.7731248866854841,0.9932452030936981,0.9996410585282649
2012-11-01,0.995209261963737,0.9999162419561868,0.9915296275161969,0.990265777187479,0.9974929092387481,0.9999602714677469,0.992291302171083,0.9950026013605843,0.9404062108341538,0.7195690904157266,0.993438112283685,0.9996219269730435
2012-12-01,0.9927253969110437,0.9999231840348441,0.9884831416137938,0.9872047753185627,0.9967418853463246,0.9999619878987783,0.9903559722290529,0.9937193596873506,0.8452524012390017,0.6601214169226532,0.9921229542118183,0.9996121544372858
2013-01-01,0.9937906546941517,0.9999417435789808,0.9842552752263296,0.984113742086425,0.9960168391193726,0.9999671152148779,0.9743218976337766,0.9924599451917298,0.7791224246846327,0.6141072137110517,0.9877153341525553,0.9996239364096107
2013-02-01,0.9926635123760844,0.9999538583325587,0.9847517405642483,0.98131690916252,0.9954300378195468,0.9999753277992278,0.9658026669153008,0.9920012435727332,0.8376295292587235,0.5785704771574232,0.987925366014046,0.9996848936884519
2013-03-01,0.999185940535978,0.9999688934167348,0.9880082376469896,0.9766178292160448,0.9993483916999516,0.9999816121727378,0.9860742649786388,0.9920130433731709,0.6282393643674632,0.5179162468419035,0.9973598695084992,0.9997280308283834
2013-04-01,0.9984683890070064,0.9999601528871928,0.9802603141804818,0.9703094088930313,0.9988112865971174,0.9999782148813227,0.9826934157560383,0.9911327700805379,0.5770016506037817,0.4969543843193167,0.9955991955655092,0.9996872010747598
2013-05-01,0.9994633080900375,0.9999578561694773,0.9505172172745205,0.9643317753683225,0.9997445908687217,0.9999788485668402,0.988987379033491,0.990458942434058,0.4769980984011336,0.4822023865945726,0.9991660759274038,0.9996879167736554
2013-06-01,0.9989573786355134,0.9999449194390553,0.9451296135023368,0.9618892224557911,0.9994710315844269,0.9999644149406667,0.9856009630330238,0.9893697015846168,0.42275464314660427,0.4838053689325801,0.9985252136939455,0.999507092165234
2013-07-01,0.9992263928345668,0.9999418942607603,0.9739782940589279,0.9604467447687954,0.9992375715563787,0.9999500744548131,0.9947335775523638,0.9884728745877907,0.611168566044843,0.49757485472173857,0.9937041796318049,0.999310229956976
2013-08-01,0.9981624881992907,0.999897706673788,0.9783948924434428,0.9546090353369644,0.998878688700415,0.999938028484299,0.9925325938978105,0.9839989050111497,0.7165796105166496,0.4749768179072158,0.9932134614327566,0.9992523346023042
2013-09-01,0.9978334209908466,0.9998575327311933,0.9478343806785217,0.9435429047721209,0.9988448554204041,0.9999180395314917,0.9848663967284363,0.9791411726387865,0.696755721396936,0.427357994523761,0.9935726826478314,0.9991087085057513
2013-10-01,0.9962711822375606,0.9998124684289253,0.8300967761428412,0.9370567284496387,0.9981463852393149,0.9998924218558691,0.923171474200501,0.975304052089904,0.6302344668562833,0.383034174492635,0.991935162558508,0.9989404711743136
2013-11-01,0.9945901488535307,0.9997865521350147,0.7752859503188878,0.9395042052061278,0.9970504366604733,0.9998580945365401,0.8852631927967611,0.9753376353045561,0.5781624478181097,0.34852904289303677,0.9888398529432004,0.9986991817255153
2013-12-01,0.9941275992459522,0.9997813576163949,0.7470794881778281,0.9455772142043142,0.9952597815414732,0.9998322144888646,0.8916847143584945,0.9773222480514436,0.4383058360332328,0.32003483233413565,0.981690019688308,0.9985239646442933
2014-01-01,0.9900034300494431,0.9997788020110435,0.7403727209855967,0.9536426235420907,0.9933322066820341,0.999824018258612,0.8530986704325934,0.9795143055590825,0.44215578202345707,0.3113061494888052,0.9769383452466611,0.9984948794165063
2014-02-01,0.9896848414600702,0.9998047258957173,0.8484348311213928,0.9622482816107218,0.9933039590187005,0.9998308288538718,0.9147306825235163,0.9830534127282144,0.4642473183960061,0.3014711696166048,0.976982055540196,0.9985485512552822
2014-03-01,0.9939210912687485,0.9998395834295748,0.9174121431044653,0.9647911035782039,0.9956169024776074,0.9998444362145158,0.9253528090469416,0.983130631582249,0.36161262700968866,0.28811759897063394,0.9809138708092502,0.9986430014174243
2014-04-01,0.9913006077833231,0.9998376517566823,0.8949351973071984,0.9618062203444708,0.992535698282696,0.9998469441734166,0.9193284703210267,0.9829728976091842,0.40580046521796864,0.28665627745538325,0.9674423152801925,0.9987327496066472
2014-05-01,0.9879949725272916,0.9998448526231865,0.8771927855167942,0.9608298185101025,0.9896930610711128,0.9998683637352495,0.9010448219079435,0.9833144595277482,0.4045469549452243,0.2795163865514203,0.9586726556776153,0.9989436612090852
2014-06-01,0.9875504299498165,0.99986747443235,0.8300282425024088,0.9614225393284621,0.9866488573161154,0.9999004721236263,0.8395823255885404,0.984575946418119,0.38671533361473753,0.27167120893818586,0.9465366661096634,0.9992015501827384
2014-07-01,0.9833374834444144,0.9998911849211634,0.8188026084261211,0.9646789562757243,0.98347484229466,0.9999356868399201,0.8287030690387955,0.9873412042584855,0.41480220887872954,0.26467058492249174,0.9398429952218208,0.9994725977418037
2014-08-01,0.9942277361015789,0.9999217724102708,0.9173568058949916,0.9685156387593263,0.9960035454921383,0.999965543534389,0.7716579034314448,0.9901263523055914,0.3162522245458903,0.2541719432047962,0.9814722724498267,0.9996974083532988
2014-09-01,0.9926680102497488,0.9999322612967974,0.862284271174536,0.9677693961137188,0.9953401590927258,0.9999767493593461,0.7160111555889599,0.9932448541355638,0.3472506737891816,0.253065359781524,0.980853911791593,0.9997981357067833
2014-10-01,0.9990665503032176,0.9999483949147536,0.9605394581117201,0.9697066432064125,0.9995132173523182,0.9999871330505714,0.9601661159891366,0.9960128634628326,0.1569716917676467,0.24752398066130676,0.9973251691343352,0.999884533210631
2014-11-01,0.9976883124950033,0.9999389939514722,0.9524438109145856,0.9648975401826445,0.9978369096265849,0.9999881978307392,0.950698403330156,0.9960556771100786,0.18413158990364087,0.26637008578788923,0.9892211802151236,0.999909026040765
2014-12-01,0.9976448041770334,0.9999373366745115,0.8909803063881223,0.9607774443383308,0.998717026641756,0.9999921139199928,0.952941680461923,0.9963799538808868,0.05965332462369777,0.28495102388472093,0.9952539599949457,0.9999454812065207
2015-01-01,0.9983833895314222,0.9999399569714984,0.9377588096464514,0.9611244934609392,0.9992484739071815,0.999991704506431,0.9811355647663663,0.9967704551174972,0.07612552843530662,0.35398994335742706,0.9975912099767132,0.9999482613768732
2015-02-01,0.9989178443935992,0.9999422389238126,0.9586953006581473,0.9582611354106014,0.9992043950299356,0.9999889002185032,0.9811877387620457,0.9964867990898411,0.1918720781419767,0.4223528699571997,0.9972593821667948,0.9999359295675933
2015-03-01,0.9980171980795651,0.9999252753402508,0.951465740620423,0.9528042540834576,0.9982950336890992,0.9999858251798303,0.9773821789564989,0.9962780991862821,0.22296060411262975,0.46598989928244916,0.9949120533633252,0.9999272576767753
2015-04-01,0.9976934406717975,0.9999178909579189,0.9632184631650131,0.9466110095219995,0.9983546597241205,0.9999849999788293,0.980997450824318,0.9962855903003985,0.28199722945318784,0.5059530972806137,0.9956015927232433,0.9999284410183986
2015-05-01,0.9970738229224339,0.9999173100714855,0.9515681772022063,0.9375357707855927,0.9982505754949019,0.9999838886968586,0.985712762328963,0.9962952204087867,0.2696862538941375,0.5379856850550198,0.9958020667058387,0.9999267270024776
2015-06-01,0.9968702178573791,0.9999263158877323,0.9468642327352456,0.9296892655913954,0.997001204743542,0.9999822516159311,0.9868421448225464,0.9961413357010936,0.2861600399194507,0.5737532207640269,0.9932609225797175,0.9999198944003465
2015-07-01,0.9933726589423866,0.999940360351376,0.9244142506266682,0.9222798145439,0.9954957209677708,0.9999838613466949,0.9772182182250436,0.9959611651020048,0.2706413981853947,0.609427650312151,0.9895494268857293,0.999925711181685
2015-08-01,0.9996392391473159,0.9999557427285886,0.8971340767456477,0.9174280514981645,0.9996715502017487,0.9999877647161696,0.9981773288291347,0.9962465888125172,0.37456989657970885,0.6507274560218625,0.9989993270240267,0.9999418192870813
2015-09-01,0.9992677082312125,0.9999216425500281,0.890027102800625,0.9163917214317306,0.9993356525132225,0.9999813094871283,0.995246032121458,0.9944526593596948,0.4379827871121762,0.682070746721779,0.9981893130357624,0.9999196514669426
2015-10-01,0.9987912236299488,0.9998843972895073,0.9106621422030254,0.9137073914727462,0.9991034467460402,0.9999763430866347,0.9944369223683358,0.9920027657995955,0.6195070722561271,0.7103192866285876,0.9978166558253844,0.9999051488852967
2015-11-01,0.9978921476082308,0.9998518215387997,0.8403120664452977,0.908017510107429,0.9983515453445777,0.9999712848737422,0.9857484717628537,0.988892231624499,0.5625456781681056,0.7174589233614563,0.9963555718378906,0.999889672666932
2015-12-01,0.9991213227098044,0.9998367832207234,0.8756887572468921,0.9075819760944945,0.9989953549629799,0.9999704001513251,0.9915624934585588,0.986223880229034,0.43692908658582197,0.7334212863128491,0.997238281656696,0.9998882235174242
2016-01-01,0.9979227410283122,0.9997483332802002,0.9122733449961786,0.9042278086373283,0.9989683879251499,0.9999675704341573,0.992747867710921,0.9815621965328003,0.546971634338715,0.7689345594927661,0.9973929256124952,0.9998865371018821
2016-02-01,0.9968980277882356,0.9996773360945932,0.9262379859532442,0.894462399746831,0.9986790618298228,0.9999621175578025,0.9912227414089274,0.9743991276219979,0.6982904755361348,0.7929479147096647,0.9969206977004739,0.9998726446252504
2016-03-01,0.9949415479039703,0.9996297639969991,0.9294186260403838,0.8732559080343762,0.9978634532357498,0.9999591150003486,0.9893590394485902,0.9627630368769586,0.7309199242733831,0.7937935903401014,0.9955747148448353,0.9998647109468284
2016-04-01,0.994790422829742,0.9996272826778123,0.9513392780679975,0.8478529720019989,0.9980551945775111,0.9999620430636214,0.9894466698103642,0.9482836613984208,0.8168539387968181,0.7901831955513416,0.9961941108377823,0.9998726299530658
2016-05-01,0.9989610012938205,0.9996471103568882,0.9203726258041098,0.8026301111699636,0.9996061816433814,0.9999653643320547,0.970910050069115,0.9185079653245978,0.8585879309624636,0.7684990826464012,0.9991998579154094,0.999878669800327
2016-06-01,0.9982711026648284,0.9995219775536799,0.9073593024645465,0.7625555844870904,0.999045454257983,0.9999518930214922,0.9592854409580153,0.8907522983608147,0.8415497343034726,0.7363063810044476,0.9981895246925574,0.9998336398573373
2016-07-01,0.9984353090367595,0.9994267912681045,0.8730247540514109,0.7219760659822578,0.9987721345374827,0.9999431101969076,0.964857324806385,0.8607213113638632,0.8256501352497028,0.7053254021642317,0.9971786362495582,0.9998009268959518
2016-08-01,0.9994616219408974,0.9992510677297363,0.6982369978161449,0.6861808884788406,0.9995904952601844,0.9999392405712038,0.9019629033136337,0.8211606196123638,0.6771008380542028,0.675809431613638,0.9990906091270786,0.9997893668420004
2016-09-01,0.9990320017942358,0.9986907108156541,0.6858986284679105,0.677725860128134,0.9990259413522088,0.9999092796272627,0.8626061240349522,0.7950435576912218,0.650284437250867,0.6687924955559365,0.9972375809029832,0.9997062673245269
2016-10-01,0.9985736027485598,0.9977227354021954,0.6866529919933932,0.6713505966986227,0.9988714188284354,0.9998870020399545,0.8621436118138002,0.7744777115842028,0.6127421483734283,0.6658264024371731,0.9970492677035876,0.9996602216883548
2016-11-01,0.9973222386462921,0.9963851731592076,0.6703911107892393,0.6653457285348651,0.9982322496437701,0.9998655490381501,0.8504837449107834,0.7526059968649692,0.6074059982821756,0.6684251917552303,0.9957152138352078,0.9996198976421706
2016-12-01,0.9965217625797008,0.9948125486834338,0.6656335752076807,0.6610515601348728,0.9977106781333965,0.999859739547987,0.7676203310929194,0.7313078870912824,0.5798758595974901,0.672944101292129,0.9949986998231428,0.9996197228876049
2017-01-01,0.9912827129449049,0.9929611732327647,0.7146548999559977,0.658408816187064,0.9940711325717664,0.9998589961219033,0.7090553183380055,0.7206148541988201,0.6707284631955789,0.6827013898942428,0.9889353853835468,0.9996290609097291
2017-02-01,0.9694988533030573,0.991494079438715,0.6619020965628972,0.6458985573868654,0.9912800926235019,0.9998582178605333,0.6497557766574139,0.718055323102256,0.6573402246667932,0.6759599992215789,0.9832792021841525,0.9996322796608399
