date,DJCI-GSNECI,DJCI-GSNECI-smth,DJCI-MSCI_W,DJCI-MSCI_W-smth,DJCI-GSCI,DJCI-GSCI-smth,DJCI-MSCI_EM,DJCI-MSCI_EM-smth,DJCI-SPX,DJCI-SPX-smth,DJCI-GSECI,DJCI-GSECI-smth
2006-09-01,0.08223883771762232,0.09041634088178568,0.3008628874044497,0.3298053073615968,-1.0916030859299382,-1.0432445482405286,0.19747878153981244,0.26928443876104813,0.1206159612709339,0.1641123253458599,-1.1056034341273184,-1.0413645136985985
2006-10-01,-0.05549631041105649,-0.06045141508701016,0.0807991625776465,0.16753803545611906,-1.3354958087169853,-1.3217463502993578,0.06171508017625804,0.09639065080778557,-0.11163717863255013,0.18704031828650972,-1.3376040292472289,-1.3119000589115473
2006-11-01,0.9885951758787032,1.1804780225537346,0.25619218690047296,0.3283232358304927,0.12042870274609202,0.11780446191669733,0.18569705212260532,0.25884344082139954,0.07872748750689794,0.26840014362475423,-0.14662539310804767,-0.146592631626168
2006-12-01,0.5782168237577119,0.6453568630454599,0.14093247009982246,0.14178954013511727,1.3523665679796775,1.3904611332660197,0.5046553907196774,0.5513370591375671,0.02077832928366277,0.04840904383085408,1.2641813300863622,1.3103385169331598
2007-01-01,-0.47041354942836805,-0.47930409280484987,0.040915653272889235,0.04694340348923698,-1.044022773412226,-1.0263078226455358,0.10907450596850106,0.1385672456406171,0.006670326797254226,0.02155416710306178,-0.9623408137555179,-0.9413697896146088
2007-02-01,-0.5972426951136229,-0.5944632960672326,0.02593229170189565,0.03196406757423141,-0.236089097662873,-0.22795967877409706,-0.2543294085066501,-0.2937132429037262,-0.029518021220284664,-0.06798798621750572,-0.08876178018502158,-0.08584206708329518
2007-03-01,0.6347042038392149,0.6304992931752784,-0.099463424502369,-0.1999119501396408,0.6365070895827253,0.6117984677019737,-0.16591708703442629,-0.22211238279171513,-0.009682637373847017,-0.026795045605743008,0.43415990268808496,0.41253446907347785
2007-04-01,-0.36246805696546247,-0.3789803315647939,0.026296314522813013,0.05322460668678372,0.3663966012953837,0.35373424828065625,0.1522329269872229,0.20621263350855154,-0.042777625659792484,-0.29769308599393945,0.4831825477655763,0.46723057871879553
2007-05-01,0.42312260669996543,0.45986040069237405,0.11619046002366136,0.23843961147235027,-0.17035174307295256,-0.16527587960688128,0.10008069688060607,0.13757208069958302,0.03648750869600831,0.20603831365106065,-0.2912835843011964,-0.2874300144807424
2007-06-01,0.26749397181127316,0.30045752648047075,0.1066266376111397,0.2606801630957216,0.026468218585508237,0.02561715465396099,0.27980319846157387,0.44606093952228787,0.02803721894585413,0.19464265873021386,-0.1027853090110805,-0.10146235840122739
2007-07-01,0.15643154501396306,0.17904584602928822,-0.03777017207000597,-0.09801361284414623,0.6548611195770561,0.692079083367194,0.24248103810414978,0.4435088902554893,-0.01057551915225656,-0.07985152163668244,0.5868931802480191,0.6309943678598051
2007-08-01,0.7828478671960382,0.8708317652539107,0.04017000620774369,-0.3767416273233359,0.9048992880842105,0.957274812766885,0.29051456761843797,0.43427552450927004,-0.0009788137301920009,-0.008813886531965763,0.6891518285698618,0.7167676413079869
2007-09-01,-0.08500960661119808,-0.09345707207402042,0.0014440484744975225,-0.018132213870097485,-0.7627007819694291,-0.794687220283053,-0.1417287627459041,-0.1960159887833273,-0.275480740455111,-0.5166235243508523,-0.7454375403735575,-0.7582644795733828
2007-10-01,1.8406122587790936,1.6743944886161075,0.6570613094855556,0.6661438540642753,1.650060579066445,1.4785461342002832,1.3728464424428544,1.1346983188039195,0.3182659543262573,0.29467873943710293,1.2807868412464054,1.0666254041746044
2007-11-01,-0.8540946920463826,-0.9740903121386405,0.2463070796604376,0.2383658456706875,1.4128105320375026,1.5050079786068884,0.9951789793716075,0.916519353421229,0.2503248024699287,0.2180197903188805,1.5249663324262719,1.6956337782150215
2007-12-01,-0.16984245704913067,-0.1925320581311571,-0.7982218514320625,-0.7703969495287263,-0.3638276379127831,-0.3825863438453636,-0.844145226085181,-0.7767110531325796,-0.841973273378844,-0.746252348487869,-0.27255377650486723,-0.30004903033367825
2008-01-01,0.08391388283640501,0.09608491096518038,-0.27506847248300037,-0.29431360893729896,0.43021516180533603,0.4586790802332746,-0.2807981893227751,-0.26693394447426305,-0.12862107490195174,-0.11601602619502187,0.3852677459942694,0.4313634941787882
2008-02-01,0.39490143485614326,0.4694621451709862,-0.39856969450894336,-0.5554127783939682,0.05058693904249544,0.054248750577097646,-0.6939221273762977,-0.8669097057414026,-0.416645705856857,-0.48743959239869167,-0.07464585355099977,-0.08490976618238061
2008-03-01,0.8230909841762342,0.9660211391122056,-0.10144076843067559,-0.17274537993202302,0.7495467416940916,0.7889238736297243,0.22152823589085172,0.2651513511953888,-0.1487778238995302,-0.2410898195319133,0.5327310843441835,0.5857806215348702
2008-04-01,-0.6305713390961597,-0.7649565120513109,-0.12219971879142985,-0.201443298853246,-0.3998651333487108,-0.4192835768017115,-0.36498726455403635,-0.43394429038796806,-0.190623728641812,-0.28550607693145874,-0.20287658558505164,-0.22197808711895908
2008-05-01,-0.18211529035172544,-0.2264626807317765,0.03422632037422415,0.059236073867709224,0.22837556217752253,0.24348152560438574,0.1332937809719101,0.16354037302834198,0.05594296656562789,0.08838964407866004,0.30387411551106125,0.3440248332742241
2008-06-01,-0.02898889664482065,-0.036825570683624145,0.0037776462818101615,0.006804268014535102,0.7037896040015065,0.8186666606939027,0.04758291417651153,0.05933778352312881,-0.01069370472914194,-0.017643565501278335,0.6635194917407223,0.8321832776647534
2008-07-01,0.8517339961798077,1.1344360472099173,-0.12683618310297895,-0.672426240589891,0.6742080584724508,0.784499772068162,-0.3467691697999203,-0.6454570567491112,-0.11742685201333172,-0.4524446007875004,0.47236543286319044,0.581504176469613
2008-08-01,-0.29556909748522486,-0.3786015020725223,-0.11799242816336047,-0.36186118762340613,-0.7809503205935608,-0.8763961826743263,-0.21443110152379524,-0.3523889904548262,-0.26022396792968433,-0.5009995536444904,-0.7624901457842009,-0.8960904546192924
2008-09-01,-0.33287343751005055,-0.41773250844846327,-0.014582099841515652,-0.045632110723120595,-0.5935375109607335,-0.6578333900124042,-0.29646437071908766,-0.45249876616798734,0.05681516463555924,0.13263923199484215,-0.540765702212193,-0.6246421317428344
2008-10-01,-0.9338291420994318,-1.1036293773135017,-0.622610837993458,-1.0901811115260447,-1.0073499577564333,-1.0751106355612938,-0.8843240075319312,-1.1551912746120907,-0.1999639308289283,-0.33128458748623874,-0.8614144142408785,-0.9381637645921128
2008-11-01,-1.8658918020199888,-1.879566822602778,-1.7737079678102428,-1.9937102518267789,-2.1410604216491955,-2.109951174441832,-1.955722501999939,-2.0398249930912375,-1.753672347711202,-1.5414731913174617,-2.005348804165067,-1.9351941410509632
2008-12-01,-0.5435654777813408,-0.5374862876627757,-0.7399421983245243,-0.8365488555477074,-0.8197530739738214,-0.8031224751731567,-0.5239225964554489,-0.536742369977462,-1.0032533351523762,-0.884484136003889,-0.8647437848160759,-0.8301903288021188
2009-01-01,0.2884068119746899,0.2971547971291283,-0.04164101992352818,-0.04783100773380424,-1.2673082003121692,-1.3082950652491496,0.24946004564846175,0.269364740176598,-0.3543581692395077,-0.2921614425344857,-1.3820517473126945,-1.4395602667129357
2009-02-01,-0.6384219663157333,-0.635663781626167,-0.8587220064305893,-0.9669620555430254,-0.415406412821729,-0.41873038213695585,-0.7686323557241076,-0.802928720228615,-0.4049571896868898,-0.30288999290132035,-0.32221314157214054,-0.32846898951969555
2009-03-01,-0.7342476805447211,-0.7027995997642592,-1.0380927411289764,-1.1650971446675233,-0.07436783020732537,-0.07438197261670375,-0.6301026942976156,-0.6261916348060307,-0.9810629126825081,-0.6721459803020114,0.04670386080575111,0.048051392748168095
2009-04-01,1.062260188187886,1.046142175402986,0.5265527924033954,0.5833088114790015,0.5502536704816594,0.5400192572977855,1.0358480940311943,1.0695001923422764,-0.6242033218819006,-0.5382994707750949,0.3593169411505045,0.3623584091203022
2009-05-01,0.44148667112216183,0.45130985973209004,0.559423850141594,0.6947985919741989,-0.09061535067670912,-0.08867989911212455,0.8259759995105201,1.054571840323776,0.6131552819641516,0.6915216230250639,-0.1995705986592785,-0.201611644298994
2009-06-01,2.204775559165106,1.9654464813983967,0.8318126963773259,0.8053110276094158,2.7443836300843407,2.7302029077196948,1.4597757636647601,1.4146924517985113,0.3316131168795122,0.27697988722915223,2.5625359597974815,2.465772504260814
2009-07-01,-0.91698655315404,-0.8393042055245233,-0.0321030499983156,-0.030877067228509643,0.2851943062314528,0.2880416470977564,-0.11669024219278085,-0.11199450738920316,0.06511261536676322,0.053347400637093347,0.4480995845570883,0.4431727304375357
2009-08-01,1.002537195586823,0.9584437658242595,0.6182917618100473,0.6007823623824451,0.2215719759288874,0.22288491580030062,0.803729143002462,0.7982444993923961,-0.03933669861118119,-0.03156777404154872,0.011139668306802101,0.010993832318998342
2009-09-01,0.36916420779077896,0.35872268661887957,0.4940174533192675,0.5120779145370234,-0.2209386124775348,-0.22280337629107494,0.04425243365399152,0.04397003938426201,0.4937100046777589,0.48337696494139737,-0.3000644135582774,-0.29721627913383897
2009-10-01,-0.08455501027948686,-0.08192852066830068,0.3638005032332474,0.39208716335371246,0.07836415425954703,0.07917919682307972,0.6929718884706143,0.7680930621911564,0.19326366611404036,0.19523797037704302,0.09635413645081473,0.09548098918971006
2009-11-01,0.48230893388258306,0.4564847657417686,-0.3450906453065654,-0.4247356434767555,0.9455736254478683,0.9773805540055468,-0.184036100010389,-0.21582535413691856,0.10192249312520298,0.09748122752591545,0.8941387261450201,0.898818120788922
2009-12-01,1.247484473623995,1.285016943664443,0.13805117918816556,0.16745056692107693,0.6104620348594146,0.6224795364639013,0.2886419384772733,0.33011222085962866,-0.07267351812132924,-0.07359872042622102,0.40273554619393287,0.39567602297022336
2010-01-01,0.14758573870922237,0.15203605394826739,-0.12883688020147185,-0.16205582536082708,0.3872113975361278,0.3975895920450914,0.0711813489468319,0.08208041017300334,0.006157133140439513,0.006231251832714931,0.3557143709553227,0.350035740839006
2010-02-01,-1.1195216400936194,-1.0614072129693388,-0.6014302628675463,-0.6349367089780237,-1.1102220664240454,-1.0589202507437518,-0.9481826975385805,-0.9469283267744457,-0.012012054478840118,-0.011906500600908759,-1.0130074916707577,-0.9128149614063849
2010-03-01,0.4072195764385181,0.3829754504132953,-0.014645117003468152,-0.015558784247425492,0.9011437509642827,0.9028393609008899,-0.1482185726059717,-0.15074917262486512,-0.27439685154549426,-0.438685322426512,0.9184927662313705,0.8708184366427717
2010-04-01,-0.2892819674013545,-0.27560283045560263,0.5553224520709205,0.6379253899002604,0.09286560197213978,0.0929809197139794,0.7576968752459319,0.875557511866914,0.2551031558932652,0.45473942860611716,0.25483971152667034,0.24118482273932332
2010-05-01,0.2885806979834368,0.274725280107919,-0.3626905417849095,-0.45539196898978046,0.2641704283778435,0.26512253774462563,-0.1839045331980516,-0.21981852151105294,0.16074508565840057,0.29325484031113924,0.2340527371658999,0.22064252568089004
2010-06-01,-0.7854715338165323,-0.6681242214555975,-1.257710763577572,-1.3473903461115375,-1.5903640295167931,-1.554852342488454,-1.1234163580871692,-1.1612367361796914,-0.794083359142023,-0.7478732668349056,-1.6780779638094752,-1.5641805884241484
2010-07-01,0.3182620010048597,0.27306679182829985,-0.4314535385326455,-0.47626826630264085,0.2886919557637009,0.2864086499160067,-0.10980268797471707,-0.1136867371356888,-0.5185167122990416,-0.5398268955606826,0.23991132114901192,0.22478374707503873
2010-08-01,1.8524930775832777,1.8620500055738494,0.8174413471047283,0.824867266126475,1.0252811649065785,0.9686834457383634,0.9422465478290314,0.9019469570466757,-0.11786034801171583,-0.142750629932562,0.5191803050184822,0.4560306050403094
2010-09-01,0.3374476318705747,0.3547229110482161,-0.4254803169856337,-0.4267117032876391,-0.9036059257863338,-0.8875953284465328,-0.19838022926182858,-0.18703499211464641,0.043637525298484414,0.055307515881352534,-1.1425973466283192,-1.106076937626267
2010-10-01,1.1218589288637284,1.1237972935229827,1.29584685696651,1.259283527183927,1.3342438420990548,1.2886160147470338,1.4830406698681404,1.4133237700783647,0.32981939222057916,0.3261862217650108,1.1759990372078504,1.0895674241127165
2010-11-01,0.9945681441644344,1.0235864854021348,0.2677508360594022,0.25350260842084454,0.5954964630316929,0.564480733380843,0.1456617229172222,0.13601457655968482,0.49592398198853543,0.4459882260525451,0.2650366609053429,0.23902660829542682
2010-12-01,-0.5301375750161759,-0.5658865493755938,-0.6352828923843126,-0.6329472904223521,0.4956418756598677,0.4858798257620434,-0.4640568334178432,-0.4408700411794754,0.0006619565125464658,0.0005881439360838011,0.6896983257632513,0.6714037090322609
2011-01-01,1.3327644278931865,1.3538831935620184,0.6576629023039956,0.5915549356005314,1.4408077420510448,1.3679898731229203,0.3416335809750342,0.30107936468417323,0.15008269855722595,0.1179203449969552,1.0819465521070684,0.9686645548637893
2011-02-01,0.2819744485192697,0.2877920833014247,0.1743304042140547,0.15489869887352636,0.568177996326672,0.5488036712829917,-0.578838928732666,-0.5501963591044378,0.16707157306409168,0.12751261140890746,0.5080648554089074,0.4584342413293607
2011-03-01,0.048769916002856545,0.04985900685340733,0.2213556917564086,0.1949495595566063,0.5724594643247273,0.5683387250711928,-0.3323650855753919,-0.32565131739039366,0.0909493967369725,0.06739775408961397,0.6642879617252201,0.6253412658634505
2011-04-01,-0.10032136959633316,-0.10324151014541919,-0.42001230843555004,-0.3836404782800701,0.3468241265156612,0.34751901591080986,0.38424857542627866,0.38424649582365134,-0.3350598291361352,-0.26996114897968027,0.5598652844807542,0.5456834058698232
2011-05-01,-0.20739900387028887,-0.21631105395650502,0.06899148416570713,0.06255001524478457,0.26212714657074826,0.2648783642140539,-0.09035666869506631,-0.090669127112685,0.05041968703170767,0.03984960336895869,0.4236489956504333,0.42442403101524917
2011-06-01,-0.026505508664417927,-0.02763769247702171,-0.36225614218418917,-0.3160524929817816,-0.7252179482090734,-0.7314456645646688,-0.2618588072791773,-0.2542095485404692,-0.057039758285786495,-0.04293883167117356,-0.8425357734510488,-0.8585249571232374
2011-07-01,-0.47673239885798774,-0.4841657017986528,-0.2669610725004838,-0.22393048964076318,-0.7017049737143349,-0.702852319849693,-0.1972372435943198,-0.18555571758832468,-0.6519296950543508,-0.45441382495921345,-0.6036934828573696,-0.604308505057025
2011-08-01,0.6794576247262475,0.7228113672997748,-0.5557279740205089,-0.5331782198412826,0.36749265762442906,0.3675593009611064,-0.23710024477059516,-0.23191040695145873,0.2090031332496735,0.1374448164513876,0.14946292565916655,0.14856123168843136
2011-09-01,0.4271348344829856,0.4865513151595551,-0.7500362051279874,-0.8496353553569054,-0.3587696905430697,-0.36349628676056406,-0.7198793377589772,-0.8246585664211371,-0.7311318394674713,-0.8463245911987625,-0.5797868247965068,-0.6094762025917171
2011-10-01,-1.9799787309294263,-1.9534946096286838,-1.3467492931229206,-1.135403491535933,-2.023415915085347,-1.8527375951813934,-1.6614152855330817,-1.4561540419053547,-0.07450755845624228,-0.07581211530258425,-1.5502087841662067,-1.3253537407932288
2011-11-01,0.48004853716994816,0.4570896491374077,1.2826302146262993,1.1136779353294708,1.443527647460386,1.3928485907324826,1.21204605857559,1.0757566250363098,0.22347111377936574,0.19808737885533878,1.5095605935728122,1.3972522868897574
2011-12-01,-0.72915003231822,-0.7295807528837156,-0.6363771352374847,-0.5687354110227619,0.43932438980764527,0.4351257138313432,-0.742415886699131,-0.6928140453351059,-0.05316350783454757,-0.046162329946117124,0.6630891213213975,0.6585977115267952
2012-01-01,-0.3154300175626345,-0.30979309059915294,-0.49969667429999687,-0.4324361180010149,-0.3479250345849894,-0.3388094563838174,-0.6124301460153839,-0.5603530359980738,-0.025559534898314737,-0.021523653869192978,-0.32760176094250104,-0.3187448859514734
2012-02-01,0.7273347666559737,0.7107387311792793,0.8670797074667017,0.7513512330241541,0.4645739795015614,0.44341212994652274,1.1553965778039201,1.14642807591265,0.552970012285178,0.4195445311176989,0.258633802767161,0.2457680822182342
2012-03-01,0.12088765448526598,0.11757428034389308,0.6558026713123353,0.5889999240649733,0.8910333276222366,0.9257766527540554,0.509730963955924,0.518595873299439,0.39521643630707926,0.3023651169773113,0.8531670933075892,0.8961233054138015
2012-04-01,-0.5564808201744924,-0.5308222356345489,0.016776695495125782,0.01492560952815743,-0.6416309110062327,-0.6628957528757232,-0.5908463048409834,-0.5920865307462092,0.22610042282554943,0.20791820319403487,-0.5025869400680827,-0.5184436160766922
2012-05-01,-0.4096458140791955,-0.387292011155886,-0.6495333379547144,-0.5862658406998823,-0.3613584197565906,-0.37208137605486513,-0.48123677596244663,-0.482684871858913,-0.10323160809092329,-0.09020238481742832,-0.270248722834124,-0.27654466896596136
2012-06-01,-1.3384646460085665,-1.0814135164969416,-1.8986870512110676,-1.5497931048786782,-2.020676437394301,-2.013107308677232,-1.6371304043592956,-1.4236612209470823,-0.888743186931304,-0.44072640257795975,-1.9281960101819011,-1.8343847701129123
2012-07-01,1.5114094764142572,1.4479220799421106,1.053661144159388,0.876948619135332,0.1863459762520647,0.18367170285103404,0.5371999398144105,0.4523100743165952,-0.3984233902095936,-0.2116236431946395,-0.22409829559031158,-0.21741701440989247
2012-08-01,1.5439967242559698,1.6435368229290988,-0.1269012301515715,-0.10485147583104838,1.017221680397748,0.9900637859195918,0.007884302074220492,0.006471766733987476,0.3467589286602592,0.1490086513494741,0.5986452341252879,0.5546143917675894
2012-09-01,-0.0031098947102025467,-0.0033423406838104268,0.4867963215439247,0.388637214515072,0.863898981367918,0.8650341195299948,-0.03299767129371445,-0.026497841040986365,0.5769359231175584,0.21474253155157197,0.9550151981321469,0.9298988733260698
2012-10-01,0.15607086199463746,0.1685339709646347,0.5099915629394823,0.40126673143151365,-0.3667585189860929,-0.3801805000861097,0.806428823288532,0.6784102437986452,0.566802267383962,0.18335896939433194,-0.414571050389138,-0.4245150817371518
2012-11-01,-0.675927397176366,-0.7139695483283237,-0.29737882030045126,-0.21869118175096042,-0.584155130978174,-0.5900646467114771,-0.26844000298798404,-0.2141511165966716,-0.03705117230127904,-0.009085673483980433,-0.4410837980995963,-0.4351932863564884
2012-12-01,-0.0478588862886455,-0.051091422774148916,-0.002748942374030907,-0.0019469937999711164,0.5585318055967167,0.5677712941799955,0.13329158823054196,0.1028066202909521,-0.5103171260364545,-0.14793258960876818,0.5495266943631909,0.5445786831414814
2013-01-01,-1.0027755240009477,-1.0994957486890202,0.05022515892274979,0.03457108003561974,-0.1700970663495352,-0.16997080147827529,0.4686272112306328,0.41828330627378724,0.14116317277508128,0.0363125814704493,0.12398766000266657,0.12599795849462586
2013-02-01,0.28809182587360205,0.3121831963148816,0.9759951789267534,0.6943326898983662,1.0937106683708404,1.1805751776027422,-0.10943382359747329,-0.09938925674631303,0.461689601395517,0.06737628429992407,0.939622782163104,1.0093663046591828
2013-03-01,-1.6654795159544151,-1.5947760815183236,-0.20313102944159622,-0.1272211044164183,-1.4142739036320182,-1.3313488551702173,-0.4751872001041168,-0.3501297334342749,0.08211645320832774,0.007935854442163999,-0.959734836723623,-0.8543790216517996
2013-04-01,-0.4525818442788194,-0.4364322056821461,0.44088557892573216,0.28063047680624426,0.09930992436663365,0.0931606996579173,-0.48170052453639584,-0.3559932057141482,0.07559529043808012,-0.0021295302939450056,0.25007824515148996,0.223712214390236
2013-05-01,-1.032995708317706,-0.8970694462640025,0.25170907245662294,0.1842577565101549,-1.8680140233430804,-1.7355380917356888,-0.3187183420681982,-0.20603939440559565,-0.007011702915549585,-0.0036647506542258914,-1.6532856536740164,-1.3806211137149782
2013-06-01,0.13727439477207645,0.11775564594072724,-0.11258660047444485,-0.0794082044426381,-0.3268582325261198,-0.3013823191651454,-0.6399453265018996,-0.42142107212107555,-0.11386136091601323,-0.018526460109185728,-0.4118684676271639,-0.33834938584487695
2013-07-01,-2.0078204838802356,-2.0544629367616767,-0.6502883416097613,-0.3746763804570771,-0.16571632892898933,-0.14801104418461902,-1.437919280149097,-0.9180140752242404,-0.08668254148224291,0.0014514768031266472,0.46208045429485434,0.426317833492087
2013-08-01,-0.0920240179804427,-0.0954621762064162,0.9749652075799403,0.5610754066217142,1.3345155597722083,1.2972143574677009,-0.006612878408178458,-0.003980843451021293,0.23287188102578227,-0.020676931172640453,1.1612597513866527,1.1652891223901032
2013-09-01,0.48865733652460436,0.49305268746076497,-0.38713308635235416,-0.25276652871052313,0.7247275465568148,0.6860466129687995,-0.29263742703570095,-0.17940744709966283,-0.007841041505539777,0.0021595087817796086,0.5017070559337864,0.4820076497783286
2013-10-01,0.04001606274811507,0.0405773675618814,0.510359033842858,0.6137696501746325,-1.1214082770688845,-1.1424574802896017,0.7408069395814916,0.7379849770112348,0.07120118460137986,-0.048160906324766356,-0.9780234168857358,-1.0072730275772863
2013-11-01,-0.3237820723139622,-0.329937242680071,0.25081667777251415,0.3895401680226656,-0.3286655601174402,-0.3366261877704344,0.36866096004597243,0.43546606805222754,0.06877862907787059,-0.10437171659660113,-0.22119102452311004,-0.22821949400313662
2013-12-01,-0.7287268090418247,-0.7497223200365448,0.04374383410139553,0.07622825437996036,0.06995871714758782,0.07241663027511004,-0.19426228635834614,-0.21819757327985534,-0.07077208529340082,-0.17653236005040188,0.20026315785747442,0.2160660804787358
2014-01-01,-0.3984688817609557,-0.43060391115588625,0.04773377639019185,0.0855632479529208,0.3977995337145689,0.4189043224658109,-0.329012636225919,-0.44219780706059153,0.00043618852066007306,0.0011797224140550576,0.3677617295359783,0.4065008429023689
2014-02-01,-0.2540816091783504,-0.26713614815339154,-0.5407377836678497,-0.715836708586192,-0.32034208255320773,-0.3273532974897587,-0.798981898736282,-1.0009725224714416,0.004331381863757266,0.019354235363369526,-0.20461414882740417,-0.2191987536644794
2014-03-01,1.257337914496906,1.3677013637930153,0.5973117362199053,0.6342362581846335,0.7948002496318012,0.7749281155125263,0.21090071981947617,0.24425682752105768,0.07993280137224029,0.09594198185572608,0.3165210455992556,0.31861285384599153
2014-04-01,0.7264889680116771,0.8395975987522981,-0.12569578583625943,-0.14020616604022315,-0.33805873395790065,-0.3430354710669359,0.22716899105555366,0.2630031188167208,-0.05462821037715847,-0.09689687318902662,-0.4303727547419125,-0.48207996822096977
2014-05-01,0.22814993617851034,0.2689956205823326,-0.12383780043393802,-0.143216381090844,-0.2331015288936979,-0.2406355190818145,-0.20370174328030305,-0.24979842363337115,0.03321621271317255,0.05841313898952199,-0.25598835381014057,-0.2990693747612691
2014-06-01,-0.5319301384576324,-0.6294878611518837,0.18183781376111569,0.2510545198412328,0.04893498678852179,0.05099577969407278,0.2730441216930411,0.4383951104122148,-0.02542142294085812,-0.0374728204435292,0.13331447439623828,0.1639530972904107
2014-07-01,-0.13947146864207483,-0.16895227969375246,0.21530032702228213,0.31413606717085435,0.3486318204772432,0.37118057252462383,0.1934382810959156,0.32846869929948247,-0.07346258992632419,-0.15238198350196405,0.2805213139236574,0.35659924674576815
2014-08-01,-0.8560137933362787,-0.9063761707387652,-0.43366959958331863,-0.4310019107019916,-1.2235031234081628,-1.1531603006466558,0.06456098821106279,0.13930139034322464,-0.07268279849939531,-0.06885886499150695,-0.817495628314835,-0.8292776865193922
2014-09-01,-0.1312128313047911,-0.13845630699327757,0.3385102172304361,0.429573363900565,-0.5363530548773526,-0.504503983999192,0.1319882257545882,0.3836239406524604,0.04691418162143576,0.05205478725157077,-0.4229542899538441,-0.4258980912704454
2014-10-01,-1.4156584882652958,-1.2766322170939561,-0.6055875386408965,-0.4959059389015339,-1.6858518246228815,-1.403980116757519,-1.0077639099315319,-1.1964198057832827,-0.2852736772808308,-0.1250544442249465,-1.2213294485517172,-0.9875373526064587
2014-11-01,0.8449659662477871,0.8286352192543636,0.08628348407585648,0.06912220059282168,-1.1486367055755193,-1.1323160160115646,0.07546982734747303,0.09149913751085366,0.3476029035026838,0.15980132149224271,-1.127231803847345,-1.199125605706456
2014-12-01,-0.27072847922587273,-0.2543435238169247,0.2716641206940714,0.28206253099038786,-1.7895359745008066,-1.988937300527914,-0.12924680065870078,-0.14997390218167667,-0.9427007489477633,-0.27314327238123715,-1.5902530168236337,-1.839630870163654
2015-01-01,-0.5540912530105445,-0.4842767764091911,-0.39762740358437704,-0.32945126046788903,-1.2543100264360632,-1.3666708212114347,-0.8402369127618267,-0.8336721300827006,0.02912058305531561,0.005813075875753322,-1.1439143117363386,-1.2695795828391707
2015-02-01,-1.683977921974277,-1.6166792092738465,-0.40066401145604436,-0.28391515542734114,-0.6814113586392136,-0.7190404288585344,-0.17986951133129864,-0.16977236827875233,0.27069527420823497,0.04687158424397365,-0.41144947748201766,-0.44136834364960714
2015-03-01,-0.14706331006020115,-0.14166076977831424,0.5989342242544493,0.4410867763509597,0.7325052894424918,0.8110970651496975,0.19352717452907733,0.18058879275027148,-0.12310752941351379,-0.010320864242141547,0.7405267778114895,0.8475703747577088
2015-04-01,-0.27725415331550674,-0.25856392690000235,-0.40384448123671873,-0.26178540147395757,-0.8652254164349403,-0.9509228763107074,-0.3596212583421683,-0.3128247272574017,0.07460932066861724,-0.0013947850967999346,-0.7974391893112163,-0.8980779597559614
2015-05-01,0.15614479723472297,0.14219268583528552,-0.08602729767609606,-0.05476981687728365,0.9678130707270729,1.0818974478885608,0.6841487718912719,0.5634111546860366,0.04087003505022852,-0.004387114683205219,0.9623150359340634,1.106231622576472
2015-06-01,-0.5059835862239994,-0.4495254357940607,-0.04492001988194248,-0.026899786592855843,-0.014379971360210233,-0.01627668075918734,-0.6246274920004782,-0.49744041916965426,0.017087491792367425,-0.0036919208694194774,-0.002413963470647519,-0.0028241584543560534
2015-07-01,1.1693728121756966,1.244164108426131,-0.31252359690649195,-0.19733206862739303,0.09362766935444145,0.1070123165017211,-0.42154339621475784,-0.35763872115214596,0.13350978636734823,-0.03856335625779562,-0.12202612992943625,-0.14696056307562266
2015-08-01,-1.9723144242218658,-1.8358220678979236,0.05818949521306186,0.038459549400046575,-1.6944694334442099,-1.6617310958954579,-1.4206334112560828,-0.9040473154680142,0.03319773836455685,-0.024099268784035732,-1.3809286180737426,-1.351652395596229
2015-09-01,-0.26817335484626065,-0.24647139362781265,-0.6212003718882652,-0.4611982536830069,-0.017468122048723465,-0.01707763980818769,-1.2170329255843246,-0.8845069326159598,0.05700624354222812,-0.1039389885057046,0.04016991023136421,0.039286729213932274
2015-10-01,-0.16079840608231974,-0.1446912665395729,-0.42356612980524233,-0.28117377447710346,-0.8485377107710785,-0.839033176955577,-0.472129765601072,-0.3210705917268543,-0.1754076813266585,-0.22001124618413403,-0.8364802029532744,-0.8286412390665944
2015-11-01,0.15048341083070382,0.13462460997767947,0.5037801654341182,0.48150561596502583,0.22147866638426855,0.22120962385598103,0.7321154220710497,0.5503610933676372,0.07266664278274632,0.1935488099415719,0.19759498454737662,0.1977834698865913
2015-12-01,-1.593300398824067,-1.4380186486992081,-0.16190352426801688,-0.12712906454645476,-0.7258089252483924,-0.6773018349046955,-0.579578400292628,-0.3752335118461212,-0.030697779896507463,0.08416052231421639,-0.4399146412713098,-0.41166538673680586
2016-01-01,0.21973722663819692,0.20186325860060833,-0.4638679208469258,-0.3058625929525553,-1.170683992344921,-1.1271919395371643,-0.7371549273391189,-0.43714260359601503,-0.032366197982951574,-0.1369867540311974,-1.2127514607414227,-1.1958422367820676
2016-02-01,-0.08041028270700801,-0.07265011424951355,-0.802278507246561,-0.5382788719731888,-0.5031818279087247,-0.47773485791488596,-1.0683204833236903,-0.6441366351766423,-0.3214778602046353,-0.41149088439287196,-0.519391339559993,-0.5056079386132611
2016-03-01,0.1080757767563424,0.0980421068503404,-0.2531606500582377,-0.147555019699474,0.04699184623212134,0.04460372884114771,-0.2147606192620643,-0.11592506854438812,-0.11070922142933609,-0.11649448616653095,-0.016406984809573397,-0.015898371644514686
